index,page_url,saved_html,saved_pdf,title,doi,abstract,journal,publication_date,pdf_url,authors,paragraph_count,word_count_est,crossref_query,crossref_publisher,crossref_container_title,crossref_score,crossref_abstract,error
43,https://doi.org/10.1007/978-94-009-5283-6_7,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Geomagnetic_Absolute_Measurements_with_a_Nuclear_Resonance_Theodolite_at_the_Adolf_Schmidt_Observatory_in_Niemegk_1235ea3b07.html,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_pdf\Geomagnetic_Absolute_Measurements_with_a_Nuclear_Resonance_Theodolite_at_the_Adolf_Schmidt_Observatory_in_Niemegk_1235ea3b07.pdf,Geomagnetic Absolute Measurements with a Nuclear Resonance Theodolite at the Adolf Schmidt Observatory in Niemegk,10.1007/978-94-009-5283-6_7,"The instrumentation for getting digital minute values of the components F, Z, and Y of geomagnetic variations which has been successfully operated at the Adolf Schmidt Observatory for some years was, in 1982, completed by an absolute device based on the nuclear...",,1984,https://link.springer.com/content/pdf/10.1007/978-94-009-5283-6_7.pdf,"[""Auster, V.""]",27,42,geomagnetic anomaly lightning observatory,Springer Netherlands,Geomagnetic and Observatory and Survey Practice,25.580257,,
44,https://doi.org/10.2183/pjab.78.1,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Remanent_magnetization_as_a_fossil_of_lightning_current_7839315b70.html,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_pdf\Remanent_magnetization_as_a_fossil_of_lightning_current_7839315b70.pdf,Remanent magnetization as a fossil of lightning current,10.2183/pjab.78.1,Access full-text academic articles: J-STAGE is an online platform for Japanese academic journals.,"Proceedings of the Japan Academy, Series B",2002,https://www.jstage.jst.go.jp/article/pjab1977/78/1/78_1_1/_pdf,"[""Hideo SAKAI"", ""Kaname YONEZAWA""]",8,15,fossil of lightning current remanent magnetization,Japan Academy,"Proceedings of the Japan Academy, Series B",37.016838,,
45,https://doi.org/10.1541/ieejpes.133.694,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Propagation_of_Lightning_Current_Studied_by_Remanent_Magnetization_9635959db1.html,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_pdf\Propagation_of_Lightning_Current_Studied_by_Remanent_Magnetization_9635959db1.pdf,Propagation of Lightning Current Studied by Remanent Magnetization,10.1541/ieejpes.133.694,Access full-text academic articles: J-STAGE is an online platform for Japanese academic journals.,IEEJ Transactions on Power and Energy,2013/09/01,https://www.jstage.jst.go.jp/article/ieejpes/133/9/133_694/_pdf,"[""Hideo Sakai"", ""Kaname Yonezawa"", ""Yoshihiro Kouno"", ""Takatoshi Shindo""]",11,15,fossil of lightning current remanent magnetization,Institute of Electrical Engineers of Japan (IEE Japan),IEEJ Transactions on Power and Energy,32.354828,,
46,https://doi.org/10.1016/j.tecto.2023.230177,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Redirecting_794bcf7214.html,,Redirecting,,,,,,[],0,0,fossil of lightning current remanent magnetization,Elsevier BV,Tectonophysics,28.9825,,
47,https://doi.org/10.1002/eej.22484,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Just_a_moment_9b81b31d89.html,,Just a moment...,,,,,,[],0,0,propagation lightning current remanent magnetization,Wiley,Electrical Engineering in Japan,31.207684,"Summary In our previous studies, we showed that the remanent magnetization of materials could be used to analyze lightning currents at ground level. In this study, using an IG (Impulse Generator) current as a model of lightning, we used remanent magnetization to investigate the underground propagation of IG currents. For this purpose, we dug a square hole with a side length of 80 cm and a depth of 13 cm and placed in it magnetic samples prepared using sea sand. After injecting an IG current of 530 A underground, the magnetization of these samples was measured. The directional distribution of magnetization was successfully used to analyze the circular magnetic field induced by the IG current and its transit point. Then the underground path of the IG current was determined to a depth of 12 cm. The current path was inclined by approximately 9 ° from the vertical direction, which may be attributed to a ground conductor being located east of the experimental area. To relate the magnetization intensity and the distance from the IG current, an inverse square relation was applied outside the area close to the transit point of the current. From the results obtained in this study, we conclude that the method using the remanent magnetization is useful for elucidating the polarity, intensity, and path of both IG and lightning currents underground. Further, the method of using remanent magnetization as a record of lightning currents may contribute to the development of an effective earth conductor for limiting damage caused by lightning. © 2013 Wiley Periodicals, Inc. Electr Eng Jpn, 185(4): 1–8, 2013; Published online in Wiley Online Library ( wileyonlinelibrary.com ). DOI 10.1002/eej.22484",
48,https://doi.org/10.1049/oap-cired.2017.1352,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Just_a_moment_e5ed1b3690.html,,Just a moment...,,,,,,[],0,0,lightning induced magnetic anomaly open access,Institution of Engineering and Technology (IET),CIRED - Open Access Proceedings Journal,22.98269,,
49,https://doi.org/10.1109/access.2025.3631695,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Simulated_Analysis_and_Protection_Optimization_Induced_Lightning_Overvoltage_of_Port_Crane_Festoon_Cables_IEEE_Journals_9a8f393485.html,,Simulated Analysis and Protection Optimization Induced Lightning Overvoltage of Port Crane Festoon Cables | IEEE Journals & Magazine | IEEE Xplore,,,,,,[],1,0,lightning induced magnetic anomaly open access,Institute of Electrical and Electronics Engineers (IEEE),IEEE Access,22.937693,,
50,https://doi.org/10.1190/1.1442765,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Drilling_induced_isothermal_remanent_magnetization_3b106349c4.html,,Drilling-induced isothermal remanent magnetization,,Choose from multiple link options via Crossref,,,,[],0,7,lightning induced isothermal remanent magnetization,Society of Exploration Geophysicists,Geophysics,39.320545,"Abstract The recovery of core samples is important in petroleum exploration, mineral exploration, and scientific drilling projects; and often complete orientation of the samples (azimuth and plunge) is desirable. Recovered cores are usually not azimuthally oriented because of the costs associated with deployment and operation of downhole orientation tools. Inexpensive paleomagnetic orientation methods have been used with considerable success in the borehole environment (Van der Voo and Watts, 1978; Kodama, 1984; Bleakly et al., 1985a, b; Evans and Mailol, 1986; Layer et al., 1988; McWilliams and Pinto, 1988). In some cases, the technique has been hampered by secondary magnetizations associated with the drillstring and/or coring tool, magnetizations which have partially or completely overprinted the primary and secondary magnetizations used for orientation.",
51,https://doi.org/10.1007/978-1-4020-4423-6_192,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Magnetization_Isothermal_Remanent_165a90c91b.html,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_pdf\Magnetization_Isothermal_Remanent_165a90c91b.pdf,"Magnetization, Isothermal Remanent",10.1007/978-1-4020-4423-6_192,"'Magnetization, Isothermal Remanent' published in 'Encyclopedia of Geomagnetism and Paleomagnetism'",,2007,https://link.springer.com/content/pdf/10.1007/978-1-4020-4423-6_192.pdf,"[""Jackson, Mike""]",144,10,lightning induced isothermal remanent magnetization,Springer Netherlands,Encyclopedia of Geomagnetism and Paleomagnetism,38.3317,,
52,https://doi.org/10.1007/978-3-642-41714-6_91991,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\isothermal_remanent_magnetization_94f75480ef.html,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_pdf\isothermal_remanent_magnetization_94f75480ef.pdf,isothermal remanent magnetization,10.1007/978-3-642-41714-6_91991,'isothermal remanent magnetization' published in 'Dictionary Geotechnical Engineering/Wörterbuch GeoTechnik',,2014,https://link.springer.com/content/pdf/10.1007/978-3-642-41714-6_91991.pdf,[],22,10,lightning induced isothermal remanent magnetization,Springer Berlin Heidelberg,Dictionary Geotechnical Engineering/Wörterbuch GeoTechnik,37.448387,,
53,https://doi.org/10.1007/10201909_71,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\10_1007_10201909_71_9fb26028e8.html,,,,,,,,[],0,0,lightning induced isothermal remanent magnetization,Springer-Verlag,Landolt-Börnstein - Group V Geophysics,34.813835,,
54,https://doi.org/10.4236/ijg.2015.66048,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\The_Effect_of_Measuring_Magnetic_Susceptibility_of_Water_Samples_by_Starting_with_Isothermal_Remanent_Magnetization_IRM_6a1acbf1fa.html,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_pdf\The_Effect_of_Measuring_Magnetic_Susceptibility_of_Water_Samples_by_Starting_with_Isothermal_Remanent_Magnetization_IRM_6a1acbf1fa.pdf,The Effect of Measuring Magnetic Susceptibility of Water Samples by Starting with Isothermal Remanent Magnetization (IRM) before Anhysteretic Remanent Magnetization (ARM),10.4236/ijg.2015.66048,"Estimating magnetic properties of water samples by first measuring the Anhysteretic Remanent Magnetization (ARM) before Isothermal Remanent Magnetization (IRM) is induced has been costly due to the discard of samples measured by staring with the latter before the former. However, no clear understanding exists on the effect of measuring magnetic properties values by first inducing IRM before ARM. This study explored the effect of measuring concentration related parameters (χlf, χfd and χARM), a mineral related parameter (S-300) and grain size parameters (χfd% and χARM/SIRM ratio) fromwater samples by starting with IRM before ARM. Forty three surface water samples were collected from the estuarine of Yangtze River (China) with the aim of measuring magnetic characteristics by starting with IRM before ARM. The results indicated that, measuring magnetic properties by either starting with ARM or IRM led to similar values for χlf, χfd, χfd%, χARM, S-300 and χARM/SIRM ratio (p > 0.05). These results imply that, measuring concentrationrelated parameters does not necessarily require measuring ARM first and then IRM. Researchers can start by measuring any parameter between ARM and IRM without affecting the final results of the water samples, but with proper demagnetization when started with IRM.",International Journal of Geosciences,2015/06/25,https://content.scirp.org/pdf/ijg_2015062516014389.pdf,"[""Maureen Kapute Mzuza"", ""Samwel Mchele Limbu""]",43,199,lightning induced isothermal remanent magnetization,"Scientific Research Publishing, Inc.",International Journal of Geosciences,33.90176,,
55,https://doi.org/10.1016/0148-9062(90)90623-a,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Redirecting_8bd09a9eca.html,,Redirecting,,,,,,[],0,0,lightning induced isothermal remanent magnetization,Elsevier BV,International Journal of Rock Mechanics and Mining Sciences &amp; Geomechanics Abstracts,32.446968,,
56,,,,,,,,,,,,,,,,,,'url'
57,https://doi.org/10.1515/9783112496503-057,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\10_1515_9783112496503_057_08a84ce40a.html,,,,,,,,[],0,0,geomagnetic observatory lightning remanent magnetization,De Gruyter,November 16,34.266792,,
58,https://doi.org/10.1007/978-94-010-9825-0_14,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Effect_of_Uniaxial_Stress_upon_Remanent_Magnetization_Stress_Cycling_and_Domain_State_Dependence_06d9f1ae48.html,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_pdf\Effect_of_Uniaxial_Stress_upon_Remanent_Magnetization_Stress_Cycling_and_Domain_State_Dependence_06d9f1ae48.pdf,Effect of Uniaxial Stress upon Remanent Magnetization: Stress Cycling and Domain State Dependence,10.1007/978-94-010-9825-0_14,"Polycrystalline magnetite and rock samples have been subjected to uniaxial compression and stress cycling at room temperature. The changes in the components of remanent magnetization were recorded continuously as a function of stress, and the changes in direction and...",,1979,https://link.springer.com/content/pdf/10.1007/978-94-010-9825-0_14.pdf,"[""Revol, Jacques"", ""Day, Ron"", ""Fuller, Michael""]",57,39,geomagnetic observatory lightning remanent magnetization,Springer Netherlands,Tectonomagnetics and Local Geomagnetic Field Variations,30.070177,,
59,https://doi.org/10.1002/pssa.2210140155,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Just_a_moment_920226ac4f.html,,Just a moment...,,,,,,[],0,0,geomagnetic observatory lightning remanent magnetization,Wiley,Physica Status Solidi (a),29.227993,,
60,https://doi.org/10.1002/(SICI)1520-6416(199806)123:4%3C41::AID-EEJ6%3E3.0.CO;2-O,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Just_a_moment_c7c3b7cc62.html,,Just a moment...,,,,,,[],0,0,manual_seed,,,,,
61,https://doi.org/10.1111/J.1365-246X.1982.TB04918.X,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Just_a_moment_3a4de32f59.html,,Just a moment...,,,,,,[],0,0,manual_seed,,,,,
62,https://doi.org/10.1111/J.1365-246X.1989.TB02294.X,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Just_a_moment_d2d9401d29.html,,Just a moment...,,,,,,[],0,0,manual_seed,,,,,
63,https://doi.org/10.1029/jb092ib08p08077,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Just_a_moment_c85830b600.html,,Just a moment...,,,,,,[],0,0,manual_seed,,,,,
64,https://doi.org/10.1029/92JB01026,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Just_a_moment_3b949e6019.html,,Just a moment...,,,,,,[],0,0,manual_seed,,,,,
65,https://doi.org/10.1029/91JB01975,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Just_a_moment_525671860c.html,,Just a moment...,,,,,,[],0,0,manual_seed,,,,,
66,https://doi.org/10.1029/2023GL107105,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Just_a_moment_ce88b267f6.html,,Just a moment...,,,,,,[],0,0,manual_seed,,,,,
67,https://doi.org/10.1038/243027A0,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Viscous_Remanent_Magnetization_in_Oceanic_Basalts_2647c0f093.html,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_pdf\Viscous_Remanent_Magnetization_in_Oceanic_Basalts_2647c0f093.pdf,Viscous Remanent Magnetization in Oceanic Basalts,10.1038/243027a0,"THE magnetic properties of the basalts which form layer 2 of the oceanic lithosphere are important because of their relevance to the hypothesis1 of seafloor spreading. Most studies of these magnetic properties have been carried out on basalts obtained from dredge hauls taken predominantly from ocean ridge systems and fracture zones. These constitute special areas of the oceanic crust where the sediment cover is negligible. It is of interest to compare the magnetic properties of the dredged basalts with samples recovered from holes drilled through the overlying sediments into the basaltic layer at places distant from ridge axes. Samples obtained from the abandoned Mohole project and, more recently, from the Deep Sea Drilling Project (DSDP) possessed magnetic properties similar to those of dredged basalts2,3. Here I describe highly unstable magnetic characteristics found in basalts from DSDP hole 57.",Nature,1973/05,https://www.nature.com/articles/243027a0.pdf,"[""LOWRIE, WILLIAM""]",72,139,manual_seed,,,,,
68,https://doi.org/10.1038/197444A0,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Demonstration_of_the_Production_of_A_New_Type_of_Remanent_Magnetization_Inversed_Type_of_Thermo_Remanent_Magnetization_819fae6b04.html,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_pdf\Demonstration_of_the_Production_of_A_New_Type_of_Remanent_Magnetization_Inversed_Type_of_Thermo_Remanent_Magnetization_819fae6b04.pdf,Demonstration of the Production of A New Type of Remanent Magnetization: Inversed Type of Thermo-Remanent Magnetization,10.1038/197444a0,,Nature,1963/02,https://www.nature.com/articles/197444a0.pdf,"[""NAGATA, TAKESI"", ""OZIMA, MINORU"", ""YAMA-AI, MITUKO""]",40,0,manual_seed,,,,,
69,https://doi.org/10.1038/197476A0,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Thermo_chemical_Remanent_Magnetization_of_Rocks_f330b58723.html,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_pdf\Thermo_chemical_Remanent_Magnetization_of_Rocks_f330b58723.pdf,Thermo-chemical Remanent Magnetization of Rocks,10.1038/197476a0,"WHEN titanomagnetites, xFe2TiO4·(1-x)Fe3O4, are heated in the atmosphere at a certain high temperature, they are oxidized, becoming solid solutions of titanomagnetites and titanomaghæmites, yFeTiO3·(l-y)Fe2O3 having a spinal crystal structure1–4.",Nature,1963/02,https://www.nature.com/articles/197476a0.pdf,"[""NAGATA, TAKESI"", ""KOBAYASHI, KAZUO""]",46,36,manual_seed,,,,,
70,https://doi.org/10.1038/237274A0,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Remanent_Magnetization_in_Meteorites_a02bf9a17d.html,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_pdf\Remanent_Magnetization_in_Meteorites_a02bf9a17d.pdf,Remanent Magnetization in Meteorites,10.1038/237274a0,"ALTHOUGH the existence of natural remanent magnetization in meteorites has been taken as evidence for a primaeval magnetic field in the original bodies—presumably of asteroidal dimensions—from which meteorites formed1, it seems surprising that an asteroidal core (∼ 100 km diameter as an upper limit) can sustain convective motions efficient enough to produce the magnetic field, ∼ 10−1 to 1 G, required by the NRM measurements2. Moreover, recent data suggest that iron meteorites are not necessarily fragments of a much larger core, as had been supposed, but formed as small bodies embedded in a silicate matrix3. As there is no other obvious internal mechanism for generating NRM, could an external mechanism be responsible? During the early history of the solar system, the magnetic field of the Sun may have been much more intense than it is at present, possibly ∼ 100 G (ref. 4), and the rotation of the Sun may have been much more rapid. A recent estimate for solar spin damping by the solar wind gives an e-folding time ∼2.2×109 yr (ref, 5). There are two mechanisms by which NRM could have been created in meteorites under these conditions.",Nature,1972/06,https://www.nature.com/articles/237274a0.pdf,"[""MEADOWS, A. J.""]",60,193,manual_seed,,,,,
71,https://doi.org/10.1063/1.4863490,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Just_a_moment_ebb4d6052a.html,,Just a moment...,,,,,,[],0,0,manual_seed,,,,,
72,https://doi.org/10.1190/1.1487055,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Mapping_remanent_magnetization_using_the_local_phase_4b98083e43.html,,Mapping remanent magnetization using the local phase,,Choose from multiple link options via Crossref,,,,[],0,7,manual_seed,,,,,
73,https://doi.org/10.1029/2022JB024151,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Just_a_moment_51bbefe949.html,,Just a moment...,,,,,,[],0,0,manual_seed,,,,,
