tag,prec_no,block_no,year,month,day,date,pressure_local_hpa,pressure_sea_level_hpa,pressure_extra_hpa,pressure_extra_time,precip_total_mm,precip_1h_max_mm,precip_1h_max_time,precip_10m_max_mm,precip_10m_max_time,temp_mean_c,temp_max_c,temp_max_time,temp_min_c,temp_min_time,vapor_pressure_hpa,humidity_mean_pct,humidity_min_pct,humidity_min_time,page_url,saved_html
jma_0402_48,48,0402,2025,2,18,2025-02-18,,,,,0.0,0.0,24:00,0.0,24:00,-1.7,3.9,12:35,-4.7,05:24,3.3,62.0,30.0,12:38,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_02_21c190fb80.html
jma_0402_48,48,0402,2025,2,19,2025-02-19,,,,,0.0,0.0,24:00,0.0,24:00,-2.3,2.6,12:25,-5.8,23:59,2.9,58.0,26.0,15:05,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_02_21c190fb80.html
jma_0402_48,48,0402,2025,2,20,2025-02-20,,,,,0.0,0.0,24:00,0.0,24:00,-2.6,4.2,13:18,-8.5,06:13,2.8,59.0,25.0,15:55,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_02_21c190fb80.html
jma_0402_48,48,0402,2025,2,21,2025-02-21,,,,,0.0,0.0,24:00,0.0,24:00,-2.2,5.7,13:44,-8.6,06:43,2.8,57.0,24.0,13:29,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_02_21c190fb80.html
jma_0402_48,48,0402,2025,2,22,2025-02-22,,,,,0.0,0.0,24:00,0.0,24:00,-2.9,4.2,12:53,-7.2,05:09,3.1,66.0,31.0,15:37,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_02_21c190fb80.html
jma_0402_48,48,0402,2025,2,23,2025-02-23,,,,,0.0,0.0,24:00,0.0,24:00,-2.2,5.4,13:43,-8.2,06:47,2.8,58.0,21.0,14:33,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_02_21c190fb80.html
jma_0402_48,48,0402,2025,2,24,2025-02-24,,,,,0.0,0.0,24:00,0.0,24:00,-1.5,5.9,13:45,-7.2,06:18,3.3,63.0,29.0,13:48,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_02_21c190fb80.html
jma_0402_48,48,0402,2025,2,25,2025-02-25,,,,,0.0,0.0,24:00,0.0,24:00,1.0,10.6,14:26,-5.6,06:38,3.5,58.0,23.0,15:34,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_02_21c190fb80.html
jma_0402_48,48,0402,2025,2,26,2025-02-26,,,,,0.0,0.0,24:00,0.0,24:00,1.7,11.6,14:42,-6.2,06:06,3.4,53.0,24.0,14:52,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_02_21c190fb80.html
jma_0402_48,48,0402,2025,2,27,2025-02-27,,,,,0.0,0.0,24:00,0.0,24:00,3.2,13.4,14:58,-4.2,06:46,4.1,57.0,23.0,14:06,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_02_21c190fb80.html
jma_0402_48,48,0402,2025,2,28,2025-02-28,,,,,0.0,0.0,24:00,0.0,24:00,4.7,17.6,13:45,-4.4,06:06,4.1,53.0,20.0,13:50,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_02_21c190fb80.html
jma_0402_48,48,0402,2025,3,1,2025-03-01,,,,,0.0,0.0,24:00,0.0,24:00,6.7,19.2,14:51,-2.6,05:45,4.7,53.0,19.0,13:26,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,2,2025-03-02,,,,,0.0,0.0,24:00,0.0,24:00,6.9,15.7,13:03,0.6,06:21,6.7,68.0,39.0,11:59,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,3,2025-03-03,,,,,27.5,5.0,10:57,1.0,10:55,0.7,6.7,00:14,-4.0,23:43,6.1,91.0,66.0,20:47,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,4,2025-03-04,,,,,8.0,3.0,17:50,1.0,17:33,-1.6,2.1,13:15,-4.4,02:18,4.8,88.0,66.0,10:50,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,5,2025-03-05,,,,,4.0,1.5,12:26,0.5,12:34,3.5,6.1,15:47,-0.8,00:24,7.5,95.0,83.0,10:50,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,6,2025-03-06,,,,,0.0,0.0,24:00,0.0,24:00,3.4,6.9,13:11,-0.1,22:57,5.3,68.0,50.0,13:59,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,7,2025-03-07,,,,,0.0,0.0,24:00,0.0,24:00,0.1,4.8,13:11,-3.2,23:57,3.9,64.0,40.0,13:13,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,8,2025-03-08,,,,,0.5,0.5,21:15,0.5,20:25,-0.3,5.7,15:29,-4.5,06:03,4.2,71.0,45.0,16:10,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,9,2025-03-09,,,,,0.0,0.0,24:00,0.0,24:00,2.6,10.0,14:10,-1.7,01:50,4.9,71.0,36.0,16:15,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,10,2025-03-10,,,,,0.0,0.0,24:00,0.0,24:00,4.7,14.6,15:57,-3.3,06:36,4.0,53.0,14.0,15:20,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,11,2025-03-11,,,,,0.0,0.0,24:00,0.0,24:00,6.4,10.7,14:35,2.4,06:21,6.8,70.0,56.0,00:12,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,12,2025-03-12,,,,,0.0,0.0,24:00,0.0,24:00,8.1,16.4,14:07,0.8,06:29,7.9,75.0,42.0,13:45,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,13,2025-03-13,,,,,0.0,0.0,24:00,0.0,24:00,8.7,17.2,13:52,3.8,23:43,7.5,71.0,31.0,13:43,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,14,2025-03-14,,,,,0.0,0.0,24:00,0.0,24:00,6.0,14.7,14:26,1.0,05:31,4.7,55.0,20.0,13:39,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,15,2025-03-15,,,,,0.0,0.0,24:00,0.0,24:00,3.1,5.9,15:50,0.4,04:37,5.1,67.0,34.0,14:57,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,16,2025-03-16,,,,,7.0,2.0,19:13,0.5,23:53,4.3,6.8,14:27,2.4,00:28,7.4,89.0,68.0,04:04,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,17,2025-03-17,,,,,0.0,0.5,00:43,0.0,24:00,4.3,10.1,12:13,0.1,23:05,5.8,72.0,35.0,14:01,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,18,2025-03-18,,,,,0.0,0.0,24:00,0.0,24:00,4.0,11.3,13:59,-1.6,05:42,4.3,57.0,20.0,16:12,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,19,2025-03-19,,,,,13.5,4.0,06:25,1.0,06:02,1.3,4.1,16:14,-0.1,23:24,6.0,90.0,70.0,19:00,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,20,2025-03-20,,,,,0.5,0.5,08:18,0.5,07:28,2.8,10.0,15:05,-1.5,06:26,4.6,65.0,36.0,15:12,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,21,2025-03-21,,,,,0.0,0.0,24:00,0.0,24:00,6.4,17.5,15:12,-3.1,05:50,4.8,57.0,20.0,15:14,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,22,2025-03-22,,,,,0.0,0.0,24:00,0.0,24:00,10.5,21.3,14:28,0.8,05:53,5.4,48.0,18.0,14:38,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,23,2025-03-23,,,,,0.0,0.0,24:00,0.0,24:00,11.0,21.6,13:22,3.5,05:37,7.0,57.0,24.0,14:00,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,24,2025-03-24,,,,,0.0,0.0,24:00,0.0,24:00,9.7,18.5,12:57,2.1,06:13,7.5,65.0,31.0,13:12,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,25,2025-03-25,,,,,0.0,0.0,24:00,0.0,24:00,14.8,24.8,14:03,5.4,06:18,7.1,51.0,17.0,16:45,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,26,2025-03-26,,,,,0.0,0.0,24:00,0.0,24:00,13.9,22.2,12:20,5.4,24:00,6.7,47.0,13.0,12:06,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,27,2025-03-27,,,,,0.0,0.0,24:00,0.0,24:00,16.4,29.6,13:44,2.7,04:25,9.3,54.0,20.0,13:00,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,28,2025-03-28,,,,,0.5,0.5,06:49,0.5,05:59,14.2,23.9,11:02,6.4,23:58,12.0,72.0,54.0,10:37,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,29,2025-03-29,,,,,0.0,0.0,24:00,0.0,24:00,3.7,7.0,13:03,0.8,07:52,5.3,68.0,43.0,15:26,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,30,2025-03-30,,,,,0.0,0.0,24:00,0.0,24:00,4.5,11.7,12:54,0.5,23:59,4.4,55.0,26.0,10:15,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,3,31,2025-03-31,,,,,0.5,0.5,19:02,0.5,18:12,3.6,12.7,13:59,-0.8,05:55,4.9,64.0,31.0,14:03,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=03&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_03_ef7374db7c.html
jma_0402_48,48,0402,2025,4,1,2025-04-01,,,,,2.5,1.5,10:18,0.5,10:12,5.0,9.1,13:49,1.5,05:31,7.1,82.0,62.0,14:25,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=04&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_04_3b2151aca9.html
jma_0402_48,48,0402,2025,4,2,2025-04-02,,,,,2.5,0.5,21:48,0.5,20:58,8.9,14.0,14:57,5.7,07:07,9.4,82.0,65.0,15:19,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=04&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_04_3b2151aca9.html
jma_0402_48,48,0402,2025,4,3,2025-04-03,,,,,1.5,1.0,08:55,0.5,08:48,7.7,12.9,16:25,4.7,23:37,8.4,80.0,53.0,17:26,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=04&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_04_3b2151aca9.html
jma_0402_48,48,0402,2025,4,4,2025-04-04,,,,,0.0,0.0,24:00,0.0,24:00,6.7,13.4,12:52,1.9,23:55,5.9,63.0,34.0,15:54,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=04&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_04_3b2151aca9.html
jma_0402_48,48,0402,2025,4,5,2025-04-05,,,,,0.0,0.0,24:00,0.0,24:00,7.8,16.7,14:25,-0.9,05:44,5.9,60.0,23.0,13:51,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=04&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_04_3b2151aca9.html
jma_0402_48,48,0402,2025,4,6,2025-04-06,,,,,0.0,0.0,24:00,0.0,24:00,11.1,16.8,14:19,7.6,23:58,8.5,66.0,40.0,16:32,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=04&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_04_3b2151aca9.html
jma_0402_48,48,0402,2025,4,7,2025-04-07,,,,,0.0,0.0,24:00,0.0,24:00,9.5,16.8,12:49,4.4,24:00,7.0,61.0,25.0,14:00,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=04&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_04_3b2151aca9.html
jma_0402_48,48,0402,2025,4,8,2025-04-08,,,,,0.0,0.0,24:00,0.0,24:00,10.2,23.2,13:39,0.4,05:15,5.8,53.0,14.0,14:05,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=04&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_04_3b2151aca9.html
jma_0402_48,48,0402,2025,4,9,2025-04-09,,,,,0.0,0.0,24:00,0.0,24:00,10.5,16.8,13:31,5.2,05:20,6.0,49.0,24.0,15:33,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=04&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_04_3b2151aca9.html
jma_0402_48,48,0402,2025,4,10,2025-04-10,,,,,5.0,3.5,19:17,1.0,19:01,11.4,19.3,11:14,5.6,00:06,8.7,67.0,32.0,12:12,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=04&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_04_3b2151aca9.html
jma_0402_48,48,0402,2025,4,11,2025-04-11,,,,,0.0,0.0,24:00,0.0,24:00,12.5,20.9,14:16,8.5,06:01,11.5,81.0,41.0,15:48,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=04&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_04_3b2151aca9.html
jma_0402_48,48,0402,2025,4,12,2025-04-12,,,,,0.0,0.0,24:00,0.0,24:00,13.1,23.0,15:32,5.7,05:28,8.8,63.0,23.0,13:52,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=04&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_04_3b2151aca9.html
jma_0402_48,48,0402,2025,4,13,2025-04-13,,,,,3.5,1.5,12:06,0.5,14:05,11.1,14.1,17:25,8.2,23:57,10.3,79.0,59.0,17:26,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=04&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_04_3b2151aca9.html
jma_0402_48,48,0402,2025,4,14,2025-04-14,,,,,0.5,0.5,08:43,0.5,07:53,10.0,17.7,15:17,5.0,07:27,8.3,70.0,40.0,15:31,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=04&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_04_3b2151aca9.html
jma_0402_48,48,0402,2025,4,15,2025-04-15,,,,,1.5,1.0,07:45,0.5,08:16,9.2,16.3,12:47,3.7,23:33,7.1,62.0,27.0,12:37,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=04&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_04_3b2151aca9.html
jma_0402_48,48,0402,2025,4,16,2025-04-16,,,,,0.0,0.0,24:00,0.0,24:00,8.8,17.4,13:22,2.1,05:25,4.8,47.0,20.0,13:53,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=04&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_04_3b2151aca9.html
jma_0402_48,48,0402,2025,4,17,2025-04-17,,,,,0.0,0.0,24:00,0.0,24:00,14.0,28.2,13:17,1.9,05:15,6.2,42.0,14.0,13:33,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=04&prec_no=48&view=a1s&year=2025,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2025_04_3b2151aca9.html
