sample_type,sample_id,delay_days,m0_hat_mt,m0_hat_lower_mt,m0_hat_upper_mt,bootstrap_sd_mt,bootstrap_support_rate,support_probability,relative_width
小号铁钉,14,44,2.056424,2.042992,2.070462,0.007497,0.9995,0.994999,0.013358
小号铁钉,14,51,2.252305,2.239915,2.26478,0.006643,0.9995,0.998812,0.01104
小号铁钉,14,58,1.976715,1.970863,1.982558,0.002974,0.9995,0.991487,0.005916
小号铁钉,14,90,2.06891,2.039573,2.095088,0.014485,0.9995,0.995396,0.026833
小号铁钉,15,1,2.055806,2.049771,2.061647,0.003248,0.9995,0.994983,0.005777
小号铁钉,15,2,1.995649,1.989742,2.001358,0.003168,0.9995,0.992479,0.005821
小号铁钉,15,3,1.938719,1.93279,1.944474,0.003115,0.9995,0.989142,0.006027
小号铁钉,15,4,1.958475,1.953243,1.963562,0.002752,0.9995,0.990425,0.005269
小号铁钉,15,5,1.983941,1.979096,1.988635,0.002546,0.9995,0.991879,0.004808
小号铁钉,15,6,1.981667,1.978155,1.985033,0.001857,0.9995,0.991758,0.003471
小号铁钉,15,7,1.993652,1.991063,1.996134,0.001363,0.9995,0.992381,0.002543
小号铁钉,15,8,1.981419,1.980402,1.982383,0.000504,0.9995,0.991745,0.001
小号铁钉,15,9,2.001095,2.00045,2.001778,0.000325,0.9995,0.992746,0.000663
小号铁钉,15,10,2.050353,2.049632,2.051101,0.000387,0.9995,0.994793,0.000716
小号铁钉,15,11,2.118182,2.11674,2.119616,0.000755,0.9995,0.996763,0.001358
小号铁钉,15,12,2.176273,2.174289,2.178293,0.001049,0.9995,0.997883,0.00184
小号铁钉,15,13,2.102064,2.100355,2.103853,0.000929,0.9995,0.996369,0.001664
小号铁钉,15,14,2.098278,2.095188,2.101481,0.001664,0.9995,0.99627,0.002999
小号铁钉,15,15,2.116183,2.112316,2.120186,0.002058,0.9995,0.996716,0.003719
小号铁钉,15,22,1.899149,1.892077,1.906286,0.003686,0.9995,0.986112,0.007482
小号铁钉,15,30,1.955957,1.949365,1.962689,0.00357,0.9995,0.990268,0.006812
小号铁钉,15,37,1.934467,1.922434,1.946842,0.006529,0.9995,0.988841,0.012617
小号铁钉,15,44,1.989626,1.976631,2.003208,0.007254,0.9995,0.992169,0.013358
小号铁钉,15,51,2.182195,2.17019,2.194281,0.006436,0.9995,0.997972,0.01104
小号铁钉,15,58,1.915217,1.909548,1.920879,0.002882,0.9995,0.987422,0.005916
小号铁钉,15,90,2.06891,2.039573,2.095088,0.014485,0.9995,0.995396,0.026833
小号铁钉,16,1,2.059345,2.053299,2.065196,0.003253,0.9995,0.995104,0.005777
小号铁钉,16,2,1.999112,1.993195,2.004831,0.003174,0.9995,0.992649,0.005821
小号铁钉,16,3,1.942071,1.936131,1.947836,0.003121,0.9995,0.98937,0.006027
小号铁钉,16,4,1.96191,1.956669,1.967006,0.002757,0.9995,0.990633,0.005269
小号铁钉,16,5,1.987473,1.98262,1.992176,0.002551,0.9995,0.992065,0.004808
小号铁钉,16,6,1.985073,1.981555,1.988445,0.00186,0.9995,0.991939,0.003471
小号铁钉,16,7,1.996929,1.994336,1.999415,0.001365,0.9995,0.992543,0.002543
小号铁钉,16,8,1.984855,1.983836,1.985821,0.000504,0.9995,0.991928,0.001
小号铁钉,16,9,2.004579,2.003933,2.005263,0.000326,0.9995,0.992911,0.000663
小号铁钉,16,10,2.053722,2.053,2.054471,0.000388,0.9995,0.994912,0.000716
小号铁钉,16,11,2.121652,2.120207,2.123088,0.000756,0.9995,0.996843,0.001358
小号铁钉,16,12,2.180057,2.17807,2.182081,0.001051,0.9995,0.997942,0.00184
小号铁钉,16,13,2.105656,2.103944,2.107448,0.000931,0.9995,0.99646,0.001664
小号铁钉,16,14,2.102071,2.098975,2.10528,0.001667,0.9995,0.996369,0.002999
小号铁钉,16,15,2.119659,2.115786,2.123669,0.002062,0.9995,0.996797,0.003719
小号铁钉,16,22,1.902445,1.895361,1.909595,0.003692,0.9995,0.98639,0.007482
小号铁钉,16,30,1.958648,1.952046,1.965389,0.003575,0.9995,0.990434,0.006812
小号铁钉,16,37,1.937257,1.925207,1.94965,0.006539,0.9995,0.989035,0.012617
小号铁钉,16,44,1.994397,1.981371,2.008012,0.007271,0.9995,0.99241,0.013358
小号铁钉,16,51,2.186577,2.174548,2.198687,0.006449,0.9995,0.998037,0.01104
小号铁钉,16,58,1.915217,1.909548,1.920879,0.002882,0.9995,0.987422,0.005916
小号铁钉,16,90,2.06891,2.039573,2.095088,0.014485,0.9995,0.995396,0.026833
小号铁钉,17,1,2.329906,2.323066,2.336525,0.003681,0.9995,0.999361,0.005777
小号铁钉,17,2,2.261678,2.254984,2.268148,0.003591,0.9995,0.998897,0.005821
小号铁钉,17,3,2.197099,2.190379,2.203621,0.003531,0.9995,0.998188,0.006027
小号铁钉,17,4,2.21969,2.213761,2.225457,0.003119,0.9995,0.998474,0.005269
小号铁钉,17,5,2.248425,2.242934,2.253745,0.002885,0.9995,0.998777,0.004808
小号铁钉,17,6,2.2459,2.24192,2.249715,0.002104,0.9995,0.998753,0.003471
小号铁钉,17,7,2.259438,2.256504,2.26225,0.001545,0.9995,0.998878,0.002543
小号铁钉,17,8,2.245597,2.244444,2.246689,0.000571,0.9995,0.99875,0.001
小号铁钉,17,9,2.267998,2.267267,2.268772,0.000369,0.9995,0.998951,0.000663
小号铁钉,17,10,2.32365,2.322832,2.324497,0.000439,0.9995,0.999328,0.000716
小号铁钉,17,11,2.400622,2.398987,2.402247,0.000855,0.9995,0.999645,0.001358
小号铁钉,17,12,2.466661,2.464413,2.468951,0.001189,0.9995,0.999799,0.00184
小号铁钉,17,13,2.38227,2.380334,2.384298,0.001053,0.9995,0.999586,0.001664
小号铁钉,17,14,2.378139,2.374637,2.381769,0.001885,0.9995,0.999571,0.002999
小号铁钉,17,15,2.39834,2.393958,2.402878,0.002333,0.9995,0.999638,0.003719
小号铁钉,17,22,2.152495,2.144479,2.160584,0.004178,0.9995,0.997475,0.007482
小号铁钉,17,30,2.216034,2.208565,2.223661,0.004044,0.9995,0.99843,0.006812
小号铁钉,17,37,2.191095,2.177465,2.205111,0.007396,0.9995,0.998102,0.012617
小号铁钉,17,44,2.256818,2.242077,2.272224,0.008228,0.9995,0.998853,0.013358
小号铁钉,17,51,2.471401,2.457805,2.485089,0.007289,0.9995,0.999807,0.01104
小号铁钉,17,58,2.169993,2.16357,2.176408,0.003265,0.9995,0.997781,0.005916
小号铁钉,17,90,2.413728,2.379502,2.44427,0.016899,0.9995,0.999679,0.026833
小号铁钉,18,1,2.823651,2.815361,2.831673,0.004461,0.9995,0.999993,0.005777
小号铁钉,18,2,2.741049,2.732936,2.748891,0.004352,0.9995,0.999985,0.005821
小号铁钉,18,3,2.662772,2.654628,2.670676,0.004279,0.9995,0.999967,0.006027
小号铁钉,18,4,2.690022,2.682836,2.69701,0.00378,0.9995,0.999975,0.005269
小号铁钉,18,5,2.725019,2.718365,2.731467,0.003497,0.9995,0.999982,0.004808
小号铁钉,18,6,2.721811,2.716988,2.726435,0.00255,0.9995,0.999981,0.003471
小号铁钉,18,7,2.738231,2.734676,2.74164,0.001872,0.9995,0.999984,0.002543
小号铁钉,18,8,2.721332,2.719935,2.722656,0.000692,0.9995,0.999981,0.001
小号铁钉,18,9,2.748578,2.747692,2.749516,0.000447,0.9995,0.999986,0.000663
小号铁钉,18,10,2.81592,2.814929,2.816946,0.000532,0.9995,0.999993,0.000716
小号铁钉,18,11,2.909291,2.90731,2.911261,0.001037,0.9995,0.999997,0.001358
小号铁钉,18,12,2.989158,2.986434,2.991933,0.00144,0.9995,0.999999,0.00184
小号铁钉,18,13,2.887002,2.884655,2.889459,0.001276,0.9995,0.999997,0.001664
小号铁钉,18,14,2.882051,2.877807,2.88645,0.002285,0.9995,0.999996,0.002999
小号铁钉,18,15,2.906456,2.901146,2.911955,0.002827,0.9995,0.999997,0.003719
小号铁钉,18,22,2.608328,2.598615,2.61813,0.005063,0.9995,0.999944,0.007482
小号铁钉,18,30,2.685966,2.676913,2.69521,0.004902,0.9995,0.999974,0.006812
小号铁钉,18,37,2.655534,2.639016,2.672522,0.008963,0.9995,0.999964,0.012617
小号铁钉,18,44,2.733946,2.71609,2.752609,0.009968,0.9995,0.999983,0.013358
小号铁钉,18,51,2.997231,2.980743,3.013832,0.00884,0.9995,0.999999,0.01104
小号铁钉,18,58,2.626834,2.619059,2.6346,0.003953,0.9995,0.999953,0.005916
小号铁钉,18,90,2.758547,2.719431,2.793451,0.019314,0.9995,0.999987,0.026833
小号铁钉,19,1,2.615764,2.608085,2.623196,0.004132,0.9995,0.999948,0.005777
小号铁钉,19,2,2.539332,2.531816,2.546597,0.004032,0.9995,0.999895,0.005821
小号铁钉,19,3,2.466742,2.459197,2.474064,0.003964,0.9995,0.999799,0.006027
小号铁钉,19,4,2.492071,2.485414,2.498544,0.003502,0.9995,0.99984,0.005269
小号铁钉,19,5,2.524429,2.518264,2.530402,0.00324,0.9995,0.99988,0.004808
小号铁钉,19,6,2.521487,2.517019,2.52577,0.002363,0.9995,0.999877,0.003471
小号铁钉,19,7,2.536607,2.533313,2.539764,0.001734,0.9995,0.999892,0.002543
小号铁钉,19,8,2.521165,2.519871,2.522392,0.000641,0.9995,0.999876,0.001
小号铁钉,19,9,2.54632,2.545499,2.547189,0.000414,0.9995,0.999902,0.000663
小号铁钉,19,10,2.608737,2.607819,2.609688,0.000492,0.9995,0.999945,0.000716
小号铁钉,19,11,2.69509,2.693255,2.696915,0.00096,0.9995,0.999976,0.001358
小号铁钉,19,12,2.76916,2.766636,2.77173,0.001334,0.9995,0.999988,0.00184
小号铁钉,19,13,2.674537,2.672363,2.676813,0.001182,0.9995,0.99997,0.001664
小号铁钉,19,14,2.66992,2.665988,2.673996,0.002117,0.9995,0.999969,0.002999
小号铁钉,19,15,2.692665,2.687745,2.697759,0.002619,0.9995,0.999975,0.003719
小号铁钉,19,22,2.416671,2.407672,2.425753,0.004691,0.9995,0.99969,0.007482
小号铁钉,19,30,2.488666,2.480279,2.497232,0.004542,0.9995,0.999835,0.006812
小号铁钉,19,37,2.460274,2.444971,2.476013,0.008304,0.9995,0.999787,0.012617
小号铁钉,19,44,2.533552,2.517004,2.550847,0.009237,0.9995,0.999889,0.013358
小号铁钉,19,51,2.773753,2.758494,2.789116,0.008181,0.9995,0.999989,0.01104
小号铁钉,19,58,2.433555,2.426352,2.440749,0.003662,0.9995,0.999732,0.005916
小号铁钉,19,90,2.586137,2.549466,2.618861,0.018106,0.9995,0.999931,0.026833
小号铁钉,20,1,2.300795,2.29404,2.307331,0.003635,0.9995,0.999191,0.005777
小号铁钉,20,2,2.233479,2.226869,2.239869,0.003546,0.9995,0.998627,0.005821
小号铁钉,20,3,2.169612,2.162976,2.176052,0.003487,0.9995,0.997775,0.006027
小号铁钉,20,4,2.191923,2.186068,2.197617,0.00308,0.9995,0.998116,0.005269
小号铁钉,20,5,2.220318,2.214896,2.225571,0.002849,0.9995,0.998481,0.004808
小号铁钉,20,6,2.217838,2.213908,2.221606,0.002078,0.9995,0.998452,0.003471
小号铁钉,20,7,2.231152,2.228254,2.233929,0.001525,0.9995,0.998603,0.002543
小号铁钉,20,8,2.217389,2.21625,2.218467,0.000564,0.9995,0.998447,0.001
小号铁钉,20,9,2.239546,2.238824,2.24031,0.000364,0.9995,0.99869,0.000663
小号铁钉,20,10,2.294594,2.293786,2.29543,0.000433,0.9995,0.999151,0.000716
小号铁钉,20,11,2.37055,2.368936,2.372155,0.000845,0.9995,0.999543,0.001358
小号铁钉,20,12,2.435629,2.433409,2.43789,0.001174,0.9995,0.999737,0.00184
小号铁钉,20,13,2.352505,2.350592,2.354507,0.00104,0.9995,0.999469,0.001664
小号铁钉,20,14,2.348338,2.344879,2.351922,0.001862,0.9995,0.999451,0.002999
小号铁钉,20,15,2.368213,2.363886,2.372693,0.002303,0.9995,0.999534,0.003719
小号铁钉,20,22,2.125182,2.117269,2.133169,0.004125,0.9995,0.996921,0.007482
小号铁钉,20,30,2.188233,2.180858,2.195764,0.003994,0.9995,0.998063,0.006812
小号铁钉,20,37,2.164595,2.151131,2.178442,0.007306,0.9995,0.997688,0.012617
小号铁钉,20,44,2.22819,2.213637,2.243401,0.008124,0.9995,0.998568,0.013358
小号铁钉,20,51,2.440728,2.427301,2.454246,0.007198,0.9995,0.999748,0.01104
小号铁钉,20,58,2.143637,2.137292,2.149974,0.003225,0.9995,0.997307,0.005916
小号铁钉,20,90,2.241319,2.209537,2.269679,0.015692,0.9995,0.998699,0.026833
小号铁夹,1,1,2.81372,2.805083,2.822325,0.004458,0.9995,0.999993,0.006128
小号铁夹,1,2,2.726234,2.717723,2.734575,0.004341,0.9995,0.999982,0.006181
小号铁夹,1,3,2.643325,2.635071,2.651418,0.004261,0.9995,0.99996,0.006184
小号铁夹,1,4,2.674097,2.66668,2.681336,0.003781,0.9995,0.99997,0.005481
小号铁夹,1,5,2.711997,2.705103,2.718689,0.003501,0.9995,0.99998,0.005009
小号铁夹,1,6,2.7125,2.707568,2.717418,0.002558,0.9995,0.99998,0.003631
小号铁夹,1,7,2.732378,2.728738,2.73607,0.001892,0.9995,0.999983,0.002683
小号铁夹,1,8,2.719745,2.718323,2.721329,0.000756,0.9995,0.999981,0.001105
小号铁夹,1,9,2.750132,2.749196,2.751131,0.000478,0.9995,0.999986,0.000704
小号铁夹,1,10,2.820602,2.819629,2.821718,0.000535,0.9995,0.999993,0.000741
小号铁夹,1,11,2.916793,2.9148,2.918826,0.001054,0.9995,0.999997,0.00138
小号铁夹,1,12,3.000303,2.997531,3.003137,0.001456,0.9995,0.999999,0.001868
小号铁夹,1,13,2.902118,2.8998,2.904585,0.001286,0.9995,0.999997,0.001649
小号铁夹,1,14,2.901127,2.896872,2.9055,0.002299,0.9995,0.999997,0.002974
小号铁夹,1,15,2.929029,2.923551,2.934367,0.002852,0.9995,0.999998,0.003693
小号铁夹,1,22,2.620743,2.610731,2.630541,0.005115,0.9995,0.999951,0.007559
小号铁夹,1,30,2.699529,2.690058,2.708805,0.004918,0.9995,0.999977,0.006944
小号铁夹,1,37,2.683992,2.666685,2.702004,0.009102,0.9995,0.999973,0.013159
小号铁夹,1,44,2.770528,2.751044,2.790149,0.01015,0.9995,0.999988,0.014115
小号铁夹,1,51,3.039147,3.02113,3.056229,0.009085,0.9995,0.999999,0.011549
小号铁夹,1,58,2.621101,2.611933,2.630114,0.004423,0.9995,0.999951,0.006937
小号铁夹,1,90,2.824398,2.78515,2.863402,0.020908,0.9995,0.999993,0.027706
小号铁夹,2,1,2.033612,2.02737,2.039831,0.003222,0.9995,0.994163,0.006128
小号铁夹,2,2,1.970448,1.964296,1.976476,0.003138,0.9995,0.991134,0.006181
小号铁夹,2,3,1.910574,1.904608,1.916424,0.00308,0.9995,0.987056,0.006184
小号铁夹,2,4,1.932746,1.927385,1.937978,0.002732,0.9995,0.988726,0.005481
小号铁夹,2,5,1.96024,1.955257,1.965077,0.00253,0.9995,0.990533,0.005009
小号铁夹,2,6,1.960579,1.957014,1.964133,0.001849,0.9995,0.990554,0.003631
小号铁夹,2,7,1.974903,1.972272,1.977571,0.001368,0.9995,0.991388,0.002683
小号铁夹,2,8,1.965641,1.964614,1.966786,0.000547,0.9995,0.990857,0.001105
小号铁夹,2,9,1.987781,1.987104,1.988503,0.000346,0.9995,0.992082,0.000704
小号铁夹,2,10,2.038748,2.038045,2.039555,0.000386,0.9995,0.994364,0.000741
小号铁夹,2,11,2.108283,2.106842,2.109752,0.000762,0.9995,0.996526,0.00138
小号铁夹,2,12,2.168449,2.166446,2.170497,0.001053,0.9995,0.997756,0.001868
小号铁夹,2,13,2.097586,2.095911,2.09937,0.00093,0.9995,0.996252,0.001649
小号铁夹,2,14,2.096809,2.093733,2.099969,0.001662,0.9995,0.996231,0.002974
小号铁夹,2,15,2.117057,2.113098,2.120916,0.002061,0.9995,0.996737,0.003693
小号铁夹,2,22,1.894313,1.887077,1.901395,0.003698,0.9995,0.985696,0.007559
小号铁夹,2,30,1.951023,1.944178,1.957727,0.003555,0.9995,0.989957,0.006944
小号铁夹,2,37,1.940808,1.928293,1.953833,0.006581,0.9995,0.989278,0.013159
小号铁夹,2,44,2.000455,1.986386,2.014622,0.007329,0.9995,0.992707,0.014115
小号铁夹,2,51,2.199816,2.186775,2.21218,0.006576,0.9995,0.998223,0.011549
小号铁夹,2,58,1.894908,1.888281,1.901425,0.003197,0.9995,0.985749,0.006937
小号铁夹,2,90,2.054108,2.025564,2.082474,0.015206,0.9995,0.994899,0.027706
小号铁夹,3,1,2.285754,2.278738,2.292745,0.003622,0.9995,0.999088,0.006128
小号铁夹,3,2,2.2147,2.207786,2.221475,0.003527,0.9995,0.998414,0.006181
小号铁夹,3,3,2.147414,2.140708,2.153988,0.003461,0.9995,0.99738,0.006184
小号铁夹,3,4,2.172304,2.166279,2.178185,0.003071,0.9995,0.997819,0.005481
小号铁夹,3,5,2.203253,2.197652,2.208689,0.002844,0.9995,0.998271,0.005009
小号铁夹,3,6,2.203574,2.199567,2.207569,0.002078,0.9995,0.998275,0.003631
小号铁夹,3,7,2.219702,2.216745,2.222701,0.001537,0.9995,0.998474,0.002683
小号铁夹,3,8,2.209407,2.208252,2.210694,0.000614,0.9995,0.99835,0.001105
小号铁夹,3,9,2.234194,2.233433,2.235005,0.000388,0.9995,0.998635,0.000704
小号铁夹,3,10,2.291313,2.290523,2.29222,0.000434,0.9995,0.999128,0.000741
小号铁夹,3,11,2.369546,2.367927,2.371197,0.000856,0.9995,0.999539,0.00138
小号铁夹,3,12,2.437414,2.435163,2.439716,0.001183,0.9995,0.999741,0.001868
小号铁夹,3,13,2.357716,2.355833,2.359721,0.001045,0.9995,0.999492,0.001649
小号铁夹,3,14,2.356572,2.353116,2.360125,0.001868,0.9995,0.999487,0.002974
小号铁夹,3,15,2.379372,2.374922,2.383709,0.002317,0.9995,0.999576,0.003693
小号铁夹,3,22,2.12903,2.120897,2.136989,0.004156,0.9995,0.997005,0.007559
小号铁夹,3,30,2.193367,2.185672,2.200904,0.003996,0.9995,0.998136,0.006944
小号铁夹,3,37,2.180333,2.166274,2.194965,0.007394,0.9995,0.997943,0.013159
小号铁夹,3,44,2.249426,2.233606,2.265356,0.008241,0.9995,0.998785,0.014115
小号铁夹,3,51,2.468621,2.453987,2.482496,0.007379,0.9995,0.999802,0.011549
小号铁夹,3,58,2.13319,2.125729,2.140526,0.0036,0.9995,0.997094,0.006937
小号铁夹,3,90,2.310871,2.278759,2.342783,0.017106,0.9995,0.999248,0.027706
小号铁夹,4,1,2.408279,2.400887,2.415644,0.003816,0.9995,0.999667,0.006128
小号铁夹,4,2,2.333464,2.32618,2.340603,0.003716,0.9995,0.999379,0.006181
小号铁夹,4,3,2.262512,2.255446,2.269439,0.003647,0.9995,0.998905,0.006184
小号铁夹,4,4,2.288739,2.282391,2.294936,0.003236,0.9995,0.99911,0.005481
小号铁夹,4,5,2.321391,2.31549,2.327118,0.002996,0.9995,0.999315,0.005009
小号铁夹,4,6,2.321747,2.317526,2.325956,0.002189,0.9995,0.999317,0.003631
小号铁夹,4,7,2.338818,2.335702,2.341978,0.00162,0.9995,0.999406,0.002683
小号铁夹,4,8,2.327925,2.326708,2.329281,0.000647,0.9995,0.999351,0.001105
小号铁夹,4,9,2.353983,2.353181,2.354838,0.000409,0.9995,0.999476,0.000704
小号铁夹,4,10,2.414302,2.413469,2.415257,0.000458,0.9995,0.999684,0.000741
小号铁夹,4,11,2.496542,2.494836,2.498282,0.000902,0.9995,0.999846,0.00138
小号铁夹,4,12,2.568047,2.565675,2.570472,0.001246,0.9995,0.999919,0.001868
小号铁夹,4,13,2.484119,2.482135,2.486231,0.001101,0.9995,0.999828,0.001649
小号铁夹,4,14,2.483146,2.479504,2.486889,0.001968,0.9995,0.999826,0.002974
小号铁夹,4,15,2.506977,2.502288,2.511546,0.002441,0.9995,0.99986,0.003693
小号铁夹,4,22,2.24302,2.234452,2.251406,0.004378,0.9995,0.998724,0.007559
小号铁夹,4,30,2.310961,2.302853,2.318901,0.00421,0.9995,0.999255,0.006944
小号铁夹,4,37,2.298455,2.283634,2.31388,0.007794,0.9995,0.999175,0.013159
小号铁夹,4,44,2.371017,2.354342,2.387808,0.008686,0.9995,0.999544,0.014115
小号铁夹,4,51,2.600281,2.584866,2.614896,0.007773,0.9995,0.99994,0.011549
小号铁夹,4,58,2.246658,2.2388,2.254384,0.003791,0.9995,0.99876,0.006937
小号铁夹,4,90,2.310871,2.278759,2.342783,0.017106,0.9995,0.999248,0.027706
小号铁夹,5,1,2.55643,2.548583,2.564248,0.004051,0.9995,0.99991,0.006128
小号铁夹,5,2,2.477003,2.46927,2.484581,0.003944,0.9995,0.999817,0.006181
小号铁夹,5,3,2.401606,2.394106,2.408959,0.003871,0.9995,0.999648,0.006184
小号铁夹,5,4,2.429596,2.422857,2.436174,0.003435,0.9995,0.999723,0.005481
小号铁夹,5,5,2.464128,2.457863,2.470207,0.003181,0.9995,0.999795,0.005009
小号铁夹,5,6,2.464519,2.460038,2.468987,0.002324,0.9995,0.999795,0.003631
小号铁夹,5,7,2.482608,2.479301,2.485963,0.001719,0.9995,0.999826,0.002683
小号铁夹,5,8,2.471119,2.469827,2.472558,0.000687,0.9995,0.999807,0.001105
小号铁夹,5,9,2.498695,2.497844,2.499602,0.000434,0.9995,0.999849,0.000704
小号铁夹,5,10,2.562766,2.561882,2.56378,0.000486,0.9995,0.999915,0.000741
小号铁夹,5,11,2.650198,2.648387,2.652045,0.000958,0.9995,0.999963,0.00138
小号铁夹,5,12,2.726027,2.723509,2.728602,0.001323,0.9995,0.999982,0.001868
小号铁夹,5,13,2.636834,2.634728,2.639076,0.001169,0.9995,0.999958,0.001649
小号铁夹,5,14,2.635897,2.632031,2.639871,0.002089,0.9995,0.999957,0.002974
小号铁夹,5,15,2.661152,2.656175,2.666002,0.002591,0.9995,0.999966,0.003693
小号铁夹,5,22,2.380845,2.37175,2.389746,0.004647,0.9995,0.999581,0.007559
小号铁夹,5,30,2.453095,2.444488,2.461524,0.004469,0.9995,0.999774,0.006944
小号铁夹,5,37,2.439545,2.423814,2.455917,0.008273,0.9995,0.999745,0.013159
小号铁夹,5,44,2.515767,2.498074,2.533584,0.009216,0.9995,0.99987,0.014115
小号铁夹,5,51,2.75937,2.743012,2.774879,0.008248,0.9995,0.999987,0.011549
小号铁夹,5,58,2.382819,2.374484,2.391013,0.004021,0.9995,0.999588,0.006937
小号铁夹,5,90,2.567635,2.531954,2.603092,0.019007,0.9995,0.999918,0.027706
小号铁夹,6,1,3.099954,3.090439,3.109435,0.004912,0.9995,1.0,0.006128
小号铁夹,6,2,3.003476,2.9941,3.012665,0.004783,0.9995,0.999999,0.006181
小号铁夹,6,3,2.912294,2.9032,2.921211,0.004694,0.9995,0.999997,0.006184
小号铁夹,6,4,2.946071,2.937899,2.954047,0.004165,0.9995,0.999998,0.005481
小号铁夹,6,5,2.987913,2.980318,2.995285,0.003857,0.9995,0.999999,0.005009
小号铁夹,6,6,2.988404,2.98297,2.993822,0.002818,0.9995,0.999999,0.003631
小号铁夹,6,7,3.010373,3.006363,3.014441,0.002085,0.9995,0.999999,0.002683
小号铁夹,6,8,2.996411,2.994845,2.998156,0.000833,0.9995,0.999999,0.001105
小号铁夹,6,9,3.029909,3.028877,3.031009,0.000527,0.9995,0.999999,0.000704
小号铁夹,6,10,3.107428,3.106356,3.108657,0.000589,0.9995,1.0,0.000741
小号铁夹,6,11,3.213441,3.211245,3.21568,0.001161,0.9995,1.0,0.00138
小号铁夹,6,12,3.305643,3.30259,3.308766,0.001604,0.9995,1.0,0.001868
小号铁夹,6,13,3.19751,3.194957,3.200229,0.001417,0.9995,1.0,0.001649
小号铁夹,6,14,3.195986,3.191298,3.200804,0.002533,0.9995,1.0,0.002974
小号铁夹,6,15,3.226875,3.22084,3.232756,0.003142,0.9995,1.0,0.003693
小号铁夹,6,22,2.887066,2.876037,2.89786,0.005635,0.9995,0.999997,0.007559
小号铁夹,6,30,2.974595,2.964159,2.984816,0.005419,0.9995,0.999999,0.006944
小号铁夹,6,37,2.957969,2.938895,2.97782,0.010031,0.9995,0.999998,0.013159
小号铁夹,6,44,3.051345,3.029885,3.072954,0.011179,0.9995,0.999999,0.014115
小号铁夹,6,51,3.346353,3.326515,3.365161,0.010003,0.9995,1.0,0.011549
小号铁夹,6,58,2.882076,2.871996,2.891987,0.004863,0.9995,0.999996,0.006937
小号铁夹,6,90,3.081161,3.038345,3.123711,0.022808,0.9995,1.0,0.027706
小号铁夹,7,1,2.133027,2.12648,2.139551,0.00338,0.9995,0.997091,0.006128
小号铁夹,7,2,2.06668,2.060228,2.073002,0.003291,0.9995,0.995346,0.006181
小号铁夹,7,3,2.003846,1.997588,2.009981,0.00323,0.9995,0.992875,0.006184
小号铁夹,7,4,2.027231,2.021609,2.03272,0.002866,0.9995,0.993906,0.005481
小号铁夹,7,5,2.055973,2.050746,2.061045,0.002654,0.9995,0.994989,0.005009
小号铁夹,7,6,2.056314,2.052576,2.060042,0.001939,0.9995,0.995001,0.003631
小号铁夹,7,7,2.071474,2.068714,2.074272,0.001435,0.9995,0.995499,0.002683
小号铁夹,7,8,2.061727,2.060649,2.062928,0.000573,0.9995,0.995185,0.001105
小号铁夹,7,9,2.084859,2.084149,2.085616,0.000362,0.9995,0.9959,0.000704
小号铁夹,7,10,2.138237,2.1375,2.139083,0.000405,0.9995,0.997199,0.000741
小号铁夹,7,11,2.211286,2.209774,2.212826,0.000799,0.9995,0.998373,0.00138
小号铁夹,7,12,2.274654,2.272553,2.276803,0.001104,0.9995,0.999005,0.001868
小号铁夹,7,13,2.200119,2.198362,2.20199,0.000975,0.9995,0.998229,0.001649
小号铁夹,7,14,2.199218,2.195992,2.202533,0.001743,0.9995,0.998217,0.002974
小号铁夹,7,15,2.220562,2.216409,2.224609,0.002162,0.9995,0.998484,0.003693
小号铁夹,7,22,1.986542,1.978953,1.993969,0.003878,0.9995,0.992015,0.007559
小号铁夹,7,30,2.047143,2.039961,2.054177,0.00373,0.9995,0.994676,0.006944
小号铁夹,7,37,2.035962,2.022834,2.049625,0.006904,0.9995,0.994251,0.013159
小号铁夹,7,44,2.098885,2.084124,2.113749,0.007689,0.9995,0.996281,0.014115
小号铁夹,7,51,2.304046,2.290388,2.316996,0.006887,0.9995,0.999211,0.011549
小号铁夹,7,58,1.985682,1.978737,1.992511,0.003351,0.9995,0.99197,0.006937
小号铁夹,7,90,2.054108,2.025564,2.082474,0.015206,0.9995,0.994899,0.027706
小号铁夹,8,1,2.652527,2.644386,2.66064,0.004203,0.9995,0.999964,0.006128
小号铁夹,8,2,2.569998,2.561974,2.57786,0.004092,0.9995,0.999921,0.006181
小号铁夹,8,3,2.491895,2.484113,2.499524,0.004017,0.9995,0.999839,0.006184
小号铁夹,8,4,2.520884,2.513892,2.527709,0.003564,0.9995,0.999876,0.005481
小号铁夹,8,5,2.556726,2.550227,2.563035,0.0033,0.9995,0.99991,0.005009
小号铁夹,8,6,2.557096,2.552447,2.561732,0.002411,0.9995,0.999911,0.003631
小号铁夹,8,7,2.575984,2.572552,2.579464,0.001784,0.9995,0.999925,0.002683
小号铁夹,8,8,2.563839,2.562499,2.565332,0.000713,0.9995,0.999916,0.001105
小号铁夹,8,9,2.592557,2.591674,2.593498,0.000451,0.9995,0.999936,0.000704
小号铁夹,8,10,2.65896,2.658043,2.660012,0.000504,0.9995,0.999966,0.000741
小号铁夹,8,11,2.749808,2.747928,2.751724,0.000994,0.9995,0.999986,0.00138
小号铁夹,8,12,2.828515,2.825903,2.831187,0.001373,0.9995,0.999994,0.001868
