sample_type,sample_id,delay_days,retention_ratio,relative_width,is_failure,failure_reason
小号铁夹,5,7,0.563319,0.002683,no,none
小号铁夹,5,8,0.53494,0.001105,no,none
小号铁夹,5,9,0.49754,0.000704,no,none
小号铁夹,5,10,0.455328,0.000741,no,none
小号铁夹,5,11,0.412611,0.00138,no,none
小号铁夹,5,12,0.376629,0.001868,no,none
小号铁夹,5,13,0.368662,0.001649,no,none
小号铁夹,5,14,0.347624,0.002974,no,none
小号铁夹,5,15,0.323657,0.003693,no,none
小号铁夹,5,22,0.192999,0.007559,no,none
小号铁夹,5,30,0.097795,0.006944,no,none
小号铁夹,5,37,0.060954,0.013159,no,none
小号铁夹,5,44,0.034542,0.014115,yes,retention_too_low
小号铁夹,5,51,0.018229,0.011549,yes,retention_too_low
小号铁夹,5,58,0.008813,0.006937,yes,retention_too_low
小号铁夹,5,90,0.000389,0.027706,yes,retention_too_low
小号铁夹,6,1,0.87411,0.006128,no,none
小号铁夹,6,2,0.803269,0.006181,no,none
小号铁夹,6,3,0.737632,0.006184,no,none
小号铁夹,6,4,0.687933,0.005481,no,none
小号铁夹,6,5,0.638238,0.005009,no,none
小号铁夹,6,6,0.601659,0.003631,no,none
小号铁夹,6,7,0.563319,0.002683,no,none
小号铁夹,6,8,0.53494,0.001105,no,none
小号铁夹,6,9,0.49754,0.000704,no,none
小号铁夹,6,10,0.455328,0.000741,no,none
小号铁夹,6,11,0.412611,0.00138,no,none
小号铁夹,6,12,0.376629,0.001868,no,none
小号铁夹,6,13,0.368662,0.001649,no,none
小号铁夹,6,14,0.347624,0.002974,no,none
小号铁夹,6,15,0.323657,0.003693,no,none
小号铁夹,6,22,0.192999,0.007559,no,none
小号铁夹,6,30,0.097795,0.006944,no,none
小号铁夹,6,37,0.060954,0.013159,no,none
小号铁夹,6,44,0.034542,0.014115,yes,retention_too_low
小号铁夹,6,51,0.018229,0.011549,yes,retention_too_low
小号铁夹,6,58,0.008813,0.006937,yes,retention_too_low
小号铁夹,6,90,0.000389,0.027706,yes,retention_too_low
小号铁夹,7,1,0.87411,0.006128,no,none
小号铁夹,7,2,0.803269,0.006181,no,none
小号铁夹,7,3,0.737632,0.006184,no,none
小号铁夹,7,4,0.687933,0.005481,no,none
小号铁夹,7,5,0.638238,0.005009,no,none
小号铁夹,7,6,0.601659,0.003631,no,none
小号铁夹,7,7,0.563319,0.002683,no,none
小号铁夹,7,8,0.53494,0.001105,no,none
小号铁夹,7,9,0.49754,0.000704,no,none
小号铁夹,7,10,0.455328,0.000741,no,none
小号铁夹,7,11,0.412611,0.00138,no,none
小号铁夹,7,12,0.376629,0.001868,no,none
小号铁夹,7,13,0.368662,0.001649,no,none
小号铁夹,7,14,0.347624,0.002974,no,none
小号铁夹,7,15,0.323657,0.003693,no,none
小号铁夹,7,22,0.192999,0.007559,no,none
小号铁夹,7,30,0.097795,0.006944,no,none
小号铁夹,7,37,0.060954,0.013159,no,none
小号铁夹,7,44,0.034542,0.014115,yes,retention_too_low
小号铁夹,7,51,0.018229,0.011549,yes,retention_too_low
小号铁夹,7,58,0.008813,0.006937,yes,retention_too_low
小号铁夹,7,90,0.000389,0.027706,yes,retention_too_low
小号铁夹,8,1,0.87411,0.006128,no,none
小号铁夹,8,2,0.803269,0.006181,no,none
小号铁夹,8,3,0.737632,0.006184,no,none
小号铁夹,8,4,0.687933,0.005481,no,none
小号铁夹,8,5,0.638238,0.005009,no,none
小号铁夹,8,6,0.601659,0.003631,no,none
小号铁夹,8,7,0.563319,0.002683,no,none
小号铁夹,8,8,0.53494,0.001105,no,none
小号铁夹,8,9,0.49754,0.000704,no,none
小号铁夹,8,10,0.455328,0.000741,no,none
小号铁夹,8,11,0.412611,0.00138,no,none
小号铁夹,8,12,0.376629,0.001868,no,none
小号铁夹,8,13,0.368662,0.001649,no,none
小号铁夹,8,14,0.347624,0.002974,no,none
小号铁夹,8,15,0.323657,0.003693,no,none
小号铁夹,8,22,0.192999,0.007559,no,none
小号铁夹,8,30,0.097795,0.006944,no,none
小号铁夹,8,37,0.060954,0.013159,no,none
小号铁夹,8,44,0.034542,0.014115,yes,retention_too_low
小号铁夹,8,51,0.018229,0.011549,yes,retention_too_low
小号铁夹,8,58,0.008813,0.006937,yes,retention_too_low
小号铁夹,8,90,0.000389,0.027706,yes,retention_too_low
小号铁夹,9,1,0.87411,0.006128,no,none
小号铁夹,9,2,0.803269,0.006181,no,none
小号铁夹,9,3,0.737632,0.006184,no,none
小号铁夹,9,4,0.687933,0.005481,no,none
小号铁夹,9,5,0.638238,0.005009,no,none
小号铁夹,9,6,0.601659,0.003631,no,none
小号铁夹,9,7,0.563319,0.002683,no,none
小号铁夹,9,8,0.53494,0.001105,no,none
小号铁夹,9,9,0.49754,0.000704,no,none
小号铁夹,9,10,0.455328,0.000741,no,none
小号铁夹,9,11,0.412611,0.00138,no,none
小号铁夹,9,12,0.376629,0.001868,no,none
小号铁夹,9,13,0.368662,0.001649,no,none
小号铁夹,9,14,0.347624,0.002974,no,none
小号铁夹,9,15,0.323657,0.003693,no,none
小号铁夹,9,22,0.192999,0.007559,no,none
小号铁夹,9,30,0.097795,0.006944,no,none
小号铁夹,9,37,0.060954,0.013159,no,none
小号铁夹,9,44,0.034542,0.014115,yes,retention_too_low
小号铁夹,9,51,0.018229,0.011549,yes,retention_too_low
小号铁夹,9,58,0.008813,0.006937,yes,retention_too_low
小号铁夹,9,90,0.000389,0.027706,yes,retention_too_low
小号铁夹,10,1,0.87411,0.006128,no,none
小号铁夹,10,2,0.803269,0.006181,no,none
小号铁夹,10,3,0.737632,0.006184,no,none
小号铁夹,10,4,0.687933,0.005481,no,none
小号铁夹,10,5,0.638238,0.005009,no,none
小号铁夹,10,6,0.601659,0.003631,no,none
小号铁夹,10,7,0.563319,0.002683,no,none
小号铁夹,10,8,0.53494,0.001105,no,none
小号铁夹,10,9,0.49754,0.000704,no,none
小号铁夹,10,10,0.455328,0.000741,no,none
小号铁夹,10,11,0.412611,0.00138,no,none
小号铁夹,10,12,0.376629,0.001868,no,none
小号铁夹,10,13,0.368662,0.001649,no,none
小号铁夹,10,14,0.347624,0.002974,no,none
小号铁夹,10,15,0.323657,0.003693,no,none
小号铁夹,10,22,0.192999,0.007559,no,none
小号铁夹,10,30,0.097795,0.006944,no,none
小号铁夹,10,37,0.060954,0.013159,no,none
小号铁夹,10,44,0.034542,0.014115,yes,retention_too_low
小号铁夹,10,51,0.018229,0.011549,yes,retention_too_low
小号铁夹,10,58,0.008813,0.006937,yes,retention_too_low
小号铁夹,10,90,0.000389,0.027706,yes,retention_too_low
小号铁夹,11,1,0.87411,0.006128,no,none
小号铁夹,11,2,0.803269,0.006181,no,none
小号铁夹,11,3,0.737632,0.006184,no,none
小号铁夹,11,4,0.687933,0.005481,no,none
小号铁夹,11,5,0.638238,0.005009,no,none
小号铁夹,11,6,0.601659,0.003631,no,none
小号铁夹,11,7,0.563319,0.002683,no,none
小号铁夹,11,8,0.53494,0.001105,no,none
小号铁夹,11,9,0.49754,0.000704,no,none
小号铁夹,11,10,0.455328,0.000741,no,none
小号铁夹,11,11,0.412611,0.00138,no,none
小号铁夹,11,12,0.376629,0.001868,no,none
小号铁夹,11,13,0.368662,0.001649,no,none
小号铁夹,11,14,0.347624,0.002974,no,none
小号铁夹,11,15,0.323657,0.003693,no,none
小号铁夹,11,22,0.192999,0.007559,no,none
小号铁夹,11,30,0.097795,0.006944,no,none
小号铁夹,11,37,0.060954,0.013159,no,none
小号铁夹,11,44,0.034542,0.014115,yes,retention_too_low
小号铁夹,11,51,0.018229,0.011549,yes,retention_too_low
小号铁夹,11,58,0.008813,0.006937,yes,retention_too_low
小号铁夹,11,90,0.000389,0.027706,yes,retention_too_low
小号铁夹,12,1,0.87411,0.006128,no,none
小号铁夹,12,2,0.803269,0.006181,no,none
小号铁夹,12,3,0.737632,0.006184,no,none
小号铁夹,12,4,0.687933,0.005481,no,none
小号铁夹,12,5,0.638238,0.005009,no,none
小号铁夹,12,6,0.601659,0.003631,no,none
小号铁夹,12,7,0.563319,0.002683,no,none
小号铁夹,12,8,0.53494,0.001105,no,none
小号铁夹,12,9,0.49754,0.000704,no,none
小号铁夹,12,10,0.455328,0.000741,no,none
小号铁夹,12,11,0.412611,0.00138,no,none
小号铁夹,12,12,0.376629,0.001868,no,none
小号铁夹,12,13,0.368662,0.001649,no,none
小号铁夹,12,14,0.347624,0.002974,no,none
小号铁夹,12,15,0.323657,0.003693,no,none
小号铁夹,12,22,0.192999,0.007559,no,none
小号铁夹,12,30,0.097795,0.006944,no,none
小号铁夹,12,37,0.060954,0.013159,no,none
小号铁夹,12,44,0.034542,0.014115,yes,retention_too_low
小号铁夹,12,51,0.018229,0.011549,yes,retention_too_low
小号铁夹,12,58,0.008813,0.006937,yes,retention_too_low
小号铁夹,12,90,0.000389,0.027706,yes,retention_too_low
小号铁夹,13,1,0.87411,0.006128,no,none
小号铁夹,13,2,0.803269,0.006181,no,none
小号铁夹,13,3,0.737632,0.006184,no,none
小号铁夹,13,4,0.687933,0.005481,no,none
小号铁夹,13,5,0.638238,0.005009,no,none
小号铁夹,13,6,0.601659,0.003631,no,none
小号铁夹,13,7,0.563319,0.002683,no,none
小号铁夹,13,8,0.53494,0.001105,no,none
小号铁夹,13,9,0.49754,0.000704,no,none
小号铁夹,13,10,0.455328,0.000741,no,none
小号铁夹,13,11,0.412611,0.00138,no,none
小号铁夹,13,12,0.376629,0.001868,no,none
小号铁夹,13,13,0.368662,0.001649,no,none
小号铁夹,13,14,0.347624,0.002974,no,none
小号铁夹,13,15,0.323657,0.003693,no,none
小号铁夹,13,22,0.192999,0.007559,no,none
小号铁夹,13,30,0.097795,0.006944,no,none
小号铁夹,13,37,0.060954,0.013159,no,none
小号铁夹,13,44,0.034542,0.014115,yes,retention_too_low
小号铁夹,13,51,0.018229,0.011549,yes,retention_too_low
小号铁夹,13,58,0.008813,0.006937,yes,retention_too_low
小号铁夹,13,90,0.000389,0.027706,yes,retention_too_low
小号铁夹,14,1,0.87411,0.006128,no,none
小号铁夹,14,2,0.803269,0.006181,no,none
小号铁夹,14,3,0.737632,0.006184,no,none
小号铁夹,14,4,0.687933,0.005481,no,none
小号铁夹,14,5,0.638238,0.005009,no,none
小号铁夹,14,6,0.601659,0.003631,no,none
小号铁夹,14,7,0.563319,0.002683,no,none
小号铁夹,14,8,0.53494,0.001105,no,none
小号铁夹,14,9,0.49754,0.000704,no,none
小号铁夹,14,10,0.455328,0.000741,no,none
小号铁夹,14,11,0.412611,0.00138,no,none
小号铁夹,14,12,0.376629,0.001868,no,none
小号铁夹,14,13,0.368662,0.001649,no,none
小号铁夹,14,14,0.347624,0.002974,no,none
小号铁夹,14,15,0.323657,0.003693,no,none
小号铁夹,14,22,0.192999,0.007559,no,none
小号铁夹,14,30,0.097795,0.006944,no,none
小号铁夹,14,37,0.060954,0.013159,no,none
小号铁夹,14,44,0.034542,0.014115,yes,retention_too_low
小号铁夹,14,51,0.018229,0.011549,yes,retention_too_low
小号铁夹,14,58,0.008813,0.006937,yes,retention_too_low
小号铁夹,14,90,0.000389,0.027706,yes,retention_too_low
小号铁夹,15,1,0.87411,0.006128,no,none
小号铁夹,15,2,0.803269,0.006181,no,none
小号铁夹,15,3,0.737632,0.006184,no,none
小号铁夹,15,4,0.687933,0.005481,no,none
小号铁夹,15,5,0.638238,0.005009,no,none
小号铁夹,15,6,0.601659,0.003631,no,none
小号铁夹,15,7,0.563319,0.002683,no,none
小号铁夹,15,8,0.53494,0.001105,no,none
小号铁夹,15,9,0.49754,0.000704,no,none
小号铁夹,15,10,0.455328,0.000741,no,none
小号铁夹,15,11,0.412611,0.00138,no,none
小号铁夹,15,12,0.376629,0.001868,no,none
小号铁夹,15,13,0.368662,0.001649,no,none
小号铁夹,15,14,0.347624,0.002974,no,none
小号铁夹,15,15,0.323657,0.003693,no,none
小号铁夹,15,22,0.192999,0.007559,no,none
小号铁夹,15,30,0.097795,0.006944,no,none
小号铁夹,15,37,0.060954,0.013159,no,none
小号铁夹,15,44,0.034542,0.014115,yes,retention_too_low
小号铁夹,15,51,0.018229,0.011549,yes,retention_too_low
小号铁夹,15,58,0.008813,0.006937,yes,retention_too_low
小号铁夹,15,90,0.000389,0.027706,yes,retention_too_low
小号铁夹,16,1,0.87411,0.006128,no,none
小号铁夹,16,2,0.803269,0.006181,no,none
小号铁夹,16,3,0.737632,0.006184,no,none
小号铁夹,16,4,0.687933,0.005481,no,none
小号铁夹,16,5,0.638238,0.005009,no,none
小号铁夹,16,6,0.601659,0.003631,no,none
小号铁夹,16,7,0.563319,0.002683,no,none
小号铁夹,16,8,0.53494,0.001105,no,none
小号铁夹,16,9,0.49754,0.000704,no,none
小号铁夹,16,10,0.455328,0.000741,no,none
小号铁夹,16,11,0.412611,0.00138,no,none
小号铁夹,16,12,0.376629,0.001868,no,none
小号铁夹,16,13,0.368662,0.001649,no,none
小号铁夹,16,14,0.347624,0.002974,no,none
小号铁夹,16,15,0.323657,0.003693,no,none
小号铁夹,16,22,0.192999,0.007559,no,none
小号铁夹,16,30,0.097795,0.006944,no,none
小号铁夹,16,37,0.060954,0.013159,no,none
小号铁夹,16,44,0.034542,0.014115,yes,retention_too_low
小号铁夹,16,51,0.018229,0.011549,yes,retention_too_low
小号铁夹,16,58,0.008813,0.006937,yes,retention_too_low
小号铁夹,16,90,0.000389,0.027706,yes,retention_too_low
小号铁夹,17,1,0.87411,0.006128,no,none
小号铁夹,17,2,0.803269,0.006181,no,none
小号铁夹,17,3,0.737632,0.006184,no,none
小号铁夹,17,4,0.687933,0.005481,no,none
小号铁夹,17,5,0.638238,0.005009,no,none
小号铁夹,17,6,0.601659,0.003631,no,none
小号铁夹,17,7,0.563319,0.002683,no,none
小号铁夹,17,8,0.53494,0.001105,no,none
小号铁夹,17,9,0.49754,0.000704,no,none
小号铁夹,17,10,0.455328,0.000741,no,none
小号铁夹,17,11,0.412611,0.00138,no,none
小号铁夹,17,12,0.376629,0.001868,no,none
小号铁夹,17,13,0.368662,0.001649,no,none
小号铁夹,17,14,0.347624,0.002974,no,none
小号铁夹,17,15,0.323657,0.003693,no,none
小号铁夹,17,22,0.192999,0.007559,no,none
小号铁夹,17,30,0.097795,0.006944,no,none
小号铁夹,17,37,0.060954,0.013159,no,none
小号铁夹,17,44,0.034542,0.014115,yes,retention_too_low
小号铁夹,17,51,0.018229,0.011549,yes,retention_too_low
小号铁夹,17,58,0.008813,0.006937,yes,retention_too_low
小号铁夹,17,90,0.000389,0.027706,yes,retention_too_low
小号铁夹,18,1,0.87411,0.006128,no,none
小号铁夹,18,2,0.803269,0.006181,no,none
小号铁夹,18,3,0.737632,0.006184,no,none
小号铁夹,18,4,0.687933,0.005481,no,none
小号铁夹,18,5,0.638238,0.005009,no,none
小号铁夹,18,6,0.601659,0.003631,no,none
小号铁夹,18,7,0.563319,0.002683,no,none
小号铁夹,18,8,0.53494,0.001105,no,none
小号铁夹,18,9,0.49754,0.000704,no,none
小号铁夹,18,10,0.455328,0.000741,no,none
小号铁夹,18,11,0.412611,0.00138,no,none
小号铁夹,18,12,0.376629,0.001868,no,none
小号铁夹,18,13,0.368662,0.001649,no,none
小号铁夹,18,14,0.347624,0.002974,no,none
小号铁夹,18,15,0.323657,0.003693,no,none
小号铁夹,18,22,0.192999,0.007559,no,none
小号铁夹,18,30,0.097795,0.006944,no,none
小号铁夹,18,37,0.060954,0.013159,no,none
小号铁夹,18,44,0.034542,0.014115,yes,retention_too_low
小号铁夹,18,51,0.018229,0.011549,yes,retention_too_low
小号铁夹,18,58,0.008813,0.006937,yes,retention_too_low
小号铁夹,18,90,0.000389,0.027706,yes,retention_too_low
小号铁夹,19,1,0.87411,0.006128,no,none
小号铁夹,19,2,0.803269,0.006181,no,none
小号铁夹,19,3,0.737632,0.006184,no,none
小号铁夹,19,4,0.687933,0.005481,no,none
小号铁夹,19,5,0.638238,0.005009,no,none
小号铁夹,19,6,0.601659,0.003631,no,none
小号铁夹,19,7,0.563319,0.002683,no,none
小号铁夹,19,8,0.53494,0.001105,no,none
小号铁夹,19,9,0.49754,0.000704,no,none
小号铁夹,19,10,0.455328,0.000741,no,none
小号铁夹,19,11,0.412611,0.00138,no,none
小号铁夹,19,12,0.376629,0.001868,no,none
小号铁夹,19,13,0.368662,0.001649,no,none
小号铁夹,19,14,0.347624,0.002974,no,none
小号铁夹,19,15,0.323657,0.003693,no,none
小号铁夹,19,22,0.192999,0.007559,no,none
小号铁夹,19,30,0.097795,0.006944,no,none
小号铁夹,19,37,0.060954,0.013159,no,none
小号铁夹,19,44,0.034542,0.014115,yes,retention_too_low
小号铁夹,19,51,0.018229,0.011549,yes,retention_too_low
小号铁夹,19,58,0.008813,0.006937,yes,retention_too_low
小号铁夹,19,90,0.000389,0.027706,yes,retention_too_low
小号铁夹,20,1,0.87411,0.006128,no,none
小号铁夹,20,2,0.803269,0.006181,no,none
小号铁夹,20,3,0.737632,0.006184,no,none
小号铁夹,20,4,0.687933,0.005481,no,none
小号铁夹,20,5,0.638238,0.005009,no,none
小号铁夹,20,6,0.601659,0.003631,no,none
小号铁夹,20,7,0.563319,0.002683,no,none
小号铁夹,20,8,0.53494,0.001105,no,none
小号铁夹,20,9,0.49754,0.000704,no,none
小号铁夹,20,10,0.455328,0.000741,no,none
小号铁夹,20,11,0.412611,0.00138,no,none
小号铁夹,20,12,0.376629,0.001868,no,none
小号铁夹,20,13,0.368662,0.001649,no,none
小号铁夹,20,14,0.347624,0.002974,no,none
小号铁夹,20,15,0.323657,0.003693,no,none
小号铁夹,20,22,0.192999,0.007559,no,none
小号铁夹,20,30,0.097795,0.006944,no,none
小号铁夹,20,37,0.060954,0.013159,no,none
小号铁夹,20,44,0.034542,0.014115,yes,retention_too_low
小号铁夹,20,51,0.018229,0.011549,yes,retention_too_low
小号铁夹,20,58,0.008813,0.006937,yes,retention_too_low
小号铁夹,20,90,0.000389,0.027706,yes,retention_too_low
普通钢筋,1,1,0.879701,0.005866,no,none
普通钢筋,1,2,0.8242,0.005916,no,none
普通钢筋,1,3,0.771639,0.006061,no,none
普通钢筋,1,4,0.733709,0.005252,no,none
普通钢筋,1,5,0.694005,0.004806,no,none
普通钢筋,1,6,0.667011,0.003503,no,none
普通钢筋,1,7,0.636707,0.002524,no,none
普通钢筋,1,8,0.616443,0.000815,no,none
普通钢筋,1,9,0.584546,0.000578,no,none
普通钢筋,1,10,0.545404,0.000728,no,none
普通钢筋,1,11,0.503891,0.001325,no,none
普通钢筋,1,12,0.468935,0.001831,no,none
普通钢筋,1,13,0.467983,0.001663,no,none
普通钢筋,1,14,0.449898,0.002991,no,none
普通钢筋,1,15,0.427063,0.003674,no,none
普通钢筋,1,22,0.291596,0.00739,no,none
普通钢筋,1,30,0.17249,0.006792,no,none
普通钢筋,1,37,0.123103,0.012529,no,none
普通钢筋,1,44,0.07988,0.013552,no,none
普通钢筋,1,51,0.048269,0.010674,yes,retention_too_low
普通钢筋,1,58,0.026721,0.004334,yes,retention_too_low
普通钢筋,1,90,0.002193,0.023423,yes,retention_too_low
普通钢筋,2,1,0.879701,0.005866,no,none
普通钢筋,2,2,0.8242,0.005916,no,none
普通钢筋,2,3,0.771639,0.006061,no,none
普通钢筋,2,4,0.733709,0.005252,no,none
普通钢筋,2,5,0.694005,0.004806,no,none
普通钢筋,2,6,0.667011,0.003503,no,none
普通钢筋,2,7,0.636707,0.002524,no,none
普通钢筋,2,8,0.616443,0.000815,no,none
普通钢筋,2,9,0.584546,0.000578,no,none
普通钢筋,2,10,0.545404,0.000728,no,none
普通钢筋,2,11,0.503891,0.001325,no,none
普通钢筋,2,12,0.468935,0.001831,no,none
普通钢筋,2,13,0.467983,0.001663,no,none
普通钢筋,2,14,0.449898,0.002991,no,none
普通钢筋,2,15,0.427063,0.003674,no,none
普通钢筋,2,22,0.291596,0.00739,no,none
普通钢筋,2,30,0.17249,0.006792,no,none
普通钢筋,2,37,0.123103,0.012529,no,none
普通钢筋,2,44,0.07988,0.013552,no,none
普通钢筋,2,51,0.048269,0.010674,yes,retention_too_low
普通钢筋,2,58,0.026721,0.004334,yes,retention_too_low
普通钢筋,2,90,0.002193,0.023423,yes,retention_too_low
普通钢筋,3,1,0.879701,0.005866,no,none
普通钢筋,3,2,0.8242,0.005916,no,none
普通钢筋,3,3,0.771639,0.006061,no,none
普通钢筋,3,4,0.733709,0.005252,no,none
普通钢筋,3,5,0.694005,0.004806,no,none
普通钢筋,3,6,0.667011,0.003503,no,none
普通钢筋,3,7,0.636707,0.002524,no,none
普通钢筋,3,8,0.616443,0.000815,no,none
普通钢筋,3,9,0.584546,0.000578,no,none
普通钢筋,3,10,0.545404,0.000728,no,none
普通钢筋,3,11,0.503891,0.001325,no,none
普通钢筋,3,12,0.468935,0.001831,no,none
普通钢筋,3,13,0.467983,0.001663,no,none
普通钢筋,3,14,0.449898,0.002991,no,none
普通钢筋,3,15,0.427063,0.003674,no,none
普通钢筋,3,22,0.291596,0.00739,no,none
普通钢筋,3,30,0.17249,0.006792,no,none
普通钢筋,3,37,0.123103,0.012529,no,none
普通钢筋,3,44,0.07988,0.013552,no,none
普通钢筋,3,51,0.048269,0.010674,yes,retention_too_low
普通钢筋,3,58,0.026721,0.004334,yes,retention_too_low
普通钢筋,3,90,0.002193,0.023423,yes,retention_too_low
普通钢筋,4,1,0.879701,0.005866,no,none
普通钢筋,4,2,0.8242,0.005916,no,none
普通钢筋,4,3,0.771639,0.006061,no,none
普通钢筋,4,4,0.733709,0.005252,no,none
普通钢筋,4,5,0.694005,0.004806,no,none
普通钢筋,4,6,0.667011,0.003503,no,none
普通钢筋,4,7,0.636707,0.002524,no,none
普通钢筋,4,8,0.616443,0.000815,no,none
普通钢筋,4,9,0.584546,0.000578,no,none
普通钢筋,4,10,0.545404,0.000728,no,none
普通钢筋,4,11,0.503891,0.001325,no,none
普通钢筋,4,12,0.468935,0.001831,no,none
普通钢筋,4,13,0.467983,0.001663,no,none
普通钢筋,4,14,0.449898,0.002991,no,none
普通钢筋,4,15,0.427063,0.003674,no,none
普通钢筋,4,22,0.291596,0.00739,no,none
普通钢筋,4,30,0.17249,0.006792,no,none
普通钢筋,4,37,0.123103,0.012529,no,none
普通钢筋,4,44,0.07988,0.013552,no,none
普通钢筋,4,51,0.048269,0.010674,yes,retention_too_low
普通钢筋,4,58,0.026721,0.004334,yes,retention_too_low
普通钢筋,4,90,0.002193,0.023423,yes,retention_too_low
普通钢筋,5,1,0.879701,0.005866,no,none
普通钢筋,5,2,0.8242,0.005916,no,none
普通钢筋,5,3,0.771639,0.006061,no,none
普通钢筋,5,4,0.733709,0.005252,no,none
普通钢筋,5,5,0.694005,0.004806,no,none
普通钢筋,5,6,0.667011,0.003503,no,none
普通钢筋,5,7,0.636707,0.002524,no,none
普通钢筋,5,8,0.616443,0.000815,no,none
普通钢筋,5,9,0.584546,0.000578,no,none
普通钢筋,5,10,0.545404,0.000728,no,none
普通钢筋,5,11,0.503891,0.001325,no,none
普通钢筋,5,12,0.468935,0.001831,no,none
普通钢筋,5,13,0.467983,0.001663,no,none
普通钢筋,5,14,0.449898,0.002991,no,none
普通钢筋,5,15,0.427063,0.003674,no,none
普通钢筋,5,22,0.291596,0.00739,no,none
普通钢筋,5,30,0.17249,0.006792,no,none
普通钢筋,5,37,0.123103,0.012529,no,none
普通钢筋,5,44,0.07988,0.013552,no,none
普通钢筋,5,51,0.048269,0.010674,yes,retention_too_low
普通钢筋,5,58,0.026721,0.004334,yes,retention_too_low
普通钢筋,5,90,0.002193,0.023423,yes,retention_too_low
普通钢筋,6,1,0.879701,0.005866,no,none
普通钢筋,6,2,0.8242,0.005916,no,none
普通钢筋,6,3,0.771639,0.006061,no,none
普通钢筋,6,4,0.733709,0.005252,no,none
普通钢筋,6,5,0.694005,0.004806,no,none
普通钢筋,6,6,0.667011,0.003503,no,none
普通钢筋,6,7,0.636707,0.002524,no,none
普通钢筋,6,8,0.616443,0.000815,no,none
普通钢筋,6,9,0.584546,0.000578,no,none
普通钢筋,6,10,0.545404,0.000728,no,none
普通钢筋,6,11,0.503891,0.001325,no,none
普通钢筋,6,12,0.468935,0.001831,no,none
普通钢筋,6,13,0.467983,0.001663,no,none
普通钢筋,6,14,0.449898,0.002991,no,none
普通钢筋,6,15,0.427063,0.003674,no,none
普通钢筋,6,22,0.291596,0.00739,no,none
普通钢筋,6,30,0.17249,0.006792,no,none
普通钢筋,6,37,0.123103,0.012529,no,none
普通钢筋,6,44,0.07988,0.013552,no,none
普通钢筋,6,51,0.048269,0.010674,yes,retention_too_low
普通钢筋,6,58,0.026721,0.004334,yes,retention_too_low
普通钢筋,6,90,0.002193,0.023423,yes,retention_too_low
普通钢筋,7,1,0.879701,0.005866,no,none
普通钢筋,7,2,0.8242,0.005916,no,none
普通钢筋,7,3,0.771639,0.006061,no,none
普通钢筋,7,4,0.733709,0.005252,no,none
普通钢筋,7,5,0.694005,0.004806,no,none
普通钢筋,7,6,0.667011,0.003503,no,none
普通钢筋,7,7,0.636707,0.002524,no,none
普通钢筋,7,8,0.616443,0.000815,no,none
普通钢筋,7,9,0.584546,0.000578,no,none
普通钢筋,7,10,0.545404,0.000728,no,none
普通钢筋,7,11,0.503891,0.001325,no,none
普通钢筋,7,12,0.468935,0.001831,no,none
普通钢筋,7,13,0.467983,0.001663,no,none
普通钢筋,7,14,0.449898,0.002991,no,none
普通钢筋,7,15,0.427063,0.003674,no,none
普通钢筋,7,22,0.291596,0.00739,no,none
普通钢筋,7,30,0.17249,0.006792,no,none
普通钢筋,7,37,0.123103,0.012529,no,none
普通钢筋,7,44,0.07988,0.013552,no,none
普通钢筋,7,51,0.048269,0.010674,yes,retention_too_low
普通钢筋,7,58,0.026721,0.004334,yes,retention_too_low
普通钢筋,7,90,0.002193,0.023423,yes,retention_too_low
普通钢筋,8,1,0.879701,0.005866,no,none
普通钢筋,8,2,0.8242,0.005916,no,none
普通钢筋,8,3,0.771639,0.006061,no,none
普通钢筋,8,4,0.733709,0.005252,no,none
普通钢筋,8,5,0.694005,0.004806,no,none
普通钢筋,8,6,0.667011,0.003503,no,none
普通钢筋,8,7,0.636707,0.002524,no,none
普通钢筋,8,8,0.616443,0.000815,no,none
普通钢筋,8,9,0.584546,0.000578,no,none
普通钢筋,8,10,0.545404,0.000728,no,none
普通钢筋,8,11,0.503891,0.001325,no,none
普通钢筋,8,12,0.468935,0.001831,no,none
普通钢筋,8,13,0.467983,0.001663,no,none
普通钢筋,8,14,0.449898,0.002991,no,none
普通钢筋,8,15,0.427063,0.003674,no,none
普通钢筋,8,22,0.291596,0.00739,no,none
普通钢筋,8,30,0.17249,0.006792,no,none
普通钢筋,8,37,0.123103,0.012529,no,none
普通钢筋,8,44,0.07988,0.013552,no,none
普通钢筋,8,51,0.048269,0.010674,yes,retention_too_low
普通钢筋,8,58,0.026721,0.004334,yes,retention_too_low
普通钢筋,8,90,0.002193,0.023423,yes,retention_too_low
普通钢筋,9,1,0.879701,0.005866,no,none
普通钢筋,9,2,0.8242,0.005916,no,none
普通钢筋,9,3,0.771639,0.006061,no,none
普通钢筋,9,4,0.733709,0.005252,no,none
普通钢筋,9,5,0.694005,0.004806,no,none
普通钢筋,9,6,0.667011,0.003503,no,none
普通钢筋,9,7,0.636707,0.002524,no,none
普通钢筋,9,8,0.616443,0.000815,no,none
普通钢筋,9,9,0.584546,0.000578,no,none
普通钢筋,9,10,0.545404,0.000728,no,none
普通钢筋,9,11,0.503891,0.001325,no,none
普通钢筋,9,12,0.468935,0.001831,no,none
普通钢筋,9,13,0.467983,0.001663,no,none
普通钢筋,9,14,0.449898,0.002991,no,none
普通钢筋,9,15,0.427063,0.003674,no,none
