case_id,sample_type,delay_days,weather_scenario,target_decision,day,weather,temp_c,hum_pct,retention_ratio
REP-005-1,小号铁钉,60,normal,灰区/证据不足,60,多云,20.0,75.0,0.017237
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,1,阴,10.0,80.0,0.900186
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,2,多云,10.5,75.0,0.860097
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,3,多云,10.5,75.0,0.821194
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,4,多云,12.5,75.0,0.793089
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,5,多云转晴,14.0,70.0,0.791378
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,6,多云,15.0,75.0,0.774898
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,7,多云转小雨,14.0,85.0,0.717922
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,8,小雨转阴,13.0,85.0,0.663901
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,9,小雨转阴,12.0,85.0,0.612805
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,10,多云,12.0,75.0,0.587454
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,11,多云转阴,12.0,80.0,0.551994
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,12,晴转多云,12.0,70.0,0.538676
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,13,阴转多云,12.5,80.0,0.506336
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,14,晴转多云,11.0,70.0,0.489185
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,15,阴,12.5,80.0,0.459146
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,16,阴,15.5,80.0,0.43533
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,17,小雨,14.0,85.0,0.400391
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,18,小雨,11.5,85.0,0.36695
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,19,多云,11.5,75.0,0.348405
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,20,多云,12.0,75.0,0.331565
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,21,阴,13.0,80.0,0.310407
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,22,阴,12.5,80.0,0.289862
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,23,小雨,11.5,85.0,0.264686
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,24,小雨,12.5,85.0,0.241793
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,25,小雨,13.0,85.0,0.220843
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,26,多云转阵雨,16.5,80.0,0.208619
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,27,小雨,13.0,85.0,0.190266
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,28,分散阵雨转多云,18.0,80.0,0.180447
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,29,多云转阵雨,16.5,80.0,0.170086
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,30,小雨,15.0,85.0,0.155134
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,31,阴,15.0,80.0,0.145224
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,32,多云,16.5,75.0,0.140811
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,33,多云,17.5,75.0,0.137266
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,34,多云,16.0,75.0,0.132495
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,35,小雨,14.0,85.0,0.120272
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,36,小雨,13.5,85.0,0.109035
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,37,阴转多云,15.5,80.0,0.101808
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,38,晴,17.5,70.0,0.101808
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,39,中到大雨,13.0,90.0,0.090403
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,40,小雨,12.0,85.0,0.08158
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,41,多云,14.5,75.0,0.077631
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,42,晴,16.5,70.0,0.077036
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,43,晴,18.0,70.0,0.077036
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,44,多云,19.0,75.0,0.075515
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,45,多云,20.0,75.0,0.074093
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,46,多云转小雨,18.5,85.0,0.06706
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,47,小雨,17.5,85.0,0.060582
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,48,小雨,16.0,85.0,0.054597
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,49,阴,18.0,80.0,0.050993
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,50,多云,19.5,75.0,0.049699
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,51,多云转小雨,19.0,85.0,0.044843
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,52,小雨,17.5,85.0,0.040364
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,53,小雨转阴,16.0,85.0,0.036244
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,54,小雨,18.0,85.0,0.032594
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,55,小雨,19.0,85.0,0.029324
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,56,晴转小雨,19.5,85.0,0.026378
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,57,小雨,18.5,85.0,0.023683
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,58,雨,18.5,85.0,0.021248
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,59,雨转阴,20.0,80.0,0.019844
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,60,阴,20.0,80.0,0.018519
REP-007-1,小号铁夹,7,normal,支持曾遭雷击,1,阴转多云,12.5,80.0,0.906436
REP-007-1,小号铁夹,7,normal,支持曾遭雷击,2,晴转多云,11.0,70.0,0.879507
REP-007-1,小号铁夹,7,normal,支持曾遭雷击,3,阴,12.5,80.0,0.829058
REP-007-1,小号铁夹,7,normal,支持曾遭雷击,4,阴,15.5,80.0,0.789442
REP-007-1,小号铁夹,7,normal,支持曾遭雷击,5,小雨,14.0,85.0,0.729212
REP-007-1,小号铁夹,7,normal,支持曾遭雷击,6,小雨,11.5,85.0,0.671188
REP-007-1,小号铁夹,7,normal,支持曾遭雷击,7,多云,11.5,75.0,0.640014
REP-007-2,小号铁夹,7,normal,灰区/证据不足,1,阴转多云,12.5,80.0,0.906436
REP-007-2,小号铁夹,7,normal,灰区/证据不足,2,晴转多云,11.0,70.0,0.879507
REP-007-2,小号铁夹,7,normal,灰区/证据不足,3,阴,12.5,80.0,0.829058
REP-007-2,小号铁夹,7,normal,灰区/证据不足,4,阴,15.5,80.0,0.789442
REP-007-2,小号铁夹,7,normal,灰区/证据不足,5,小雨,14.0,85.0,0.729212
REP-007-2,小号铁夹,7,normal,灰区/证据不足,6,小雨,11.5,85.0,0.671188
REP-007-2,小号铁夹,7,normal,灰区/证据不足,7,多云,11.5,75.0,0.640014
REP-007-3,小号铁夹,7,normal,不支持曾遭雷击,1,阴转多云,12.5,80.0,0.906436
REP-007-3,小号铁夹,7,normal,不支持曾遭雷击,2,晴转多云,11.0,70.0,0.879507
REP-007-3,小号铁夹,7,normal,不支持曾遭雷击,3,阴,12.5,80.0,0.829058
REP-007-3,小号铁夹,7,normal,不支持曾遭雷击,4,阴,15.5,80.0,0.789442
REP-007-3,小号铁夹,7,normal,不支持曾遭雷击,5,小雨,14.0,85.0,0.729212
REP-007-3,小号铁夹,7,normal,不支持曾遭雷击,6,小雨,11.5,85.0,0.671188
REP-007-3,小号铁夹,7,normal,不支持曾遭雷击,7,多云,11.5,75.0,0.640014
REP-008-1,小号铁夹,7,humid_hot,支持曾遭雷击,1,小雨,18.0,85.0,0.893555
REP-008-1,小号铁夹,7,humid_hot,支持曾遭雷击,2,小雨,19.0,85.0,0.831874
REP-008-1,小号铁夹,7,humid_hot,支持曾遭雷击,3,晴转小雨,19.5,85.0,0.774324
REP-008-1,小号铁夹,7,humid_hot,支持曾遭雷击,4,小雨,18.5,85.0,0.719417
REP-008-1,小号铁夹,7,humid_hot,支持曾遭雷击,5,雨,18.5,85.0,0.667915
REP-008-1,小号铁夹,7,humid_hot,支持曾遭雷击,6,雨转阴,20.0,80.0,0.645481
REP-008-1,小号铁夹,7,humid_hot,支持曾遭雷击,7,阴,20.0,80.0,0.623344
REP-008-2,小号铁夹,7,humid_hot,灰区/证据不足,1,小雨,18.0,85.0,0.893555
REP-008-2,小号铁夹,7,humid_hot,灰区/证据不足,2,小雨,19.0,85.0,0.831874
REP-008-2,小号铁夹,7,humid_hot,灰区/证据不足,3,晴转小雨,19.5,85.0,0.774324
REP-008-2,小号铁夹,7,humid_hot,灰区/证据不足,4,小雨,18.5,85.0,0.719417
REP-008-2,小号铁夹,7,humid_hot,灰区/证据不足,5,雨,18.5,85.0,0.667915
REP-008-2,小号铁夹,7,humid_hot,灰区/证据不足,6,雨转阴,20.0,80.0,0.645481
REP-008-2,小号铁夹,7,humid_hot,灰区/证据不足,7,阴,20.0,80.0,0.623344
REP-008-3,小号铁夹,7,humid_hot,不支持曾遭雷击,1,小雨,18.0,85.0,0.893555
REP-008-3,小号铁夹,7,humid_hot,不支持曾遭雷击,2,小雨,19.0,85.0,0.831874
REP-008-3,小号铁夹,7,humid_hot,不支持曾遭雷击,3,晴转小雨,19.5,85.0,0.774324
REP-008-3,小号铁夹,7,humid_hot,不支持曾遭雷击,4,小雨,18.5,85.0,0.719417
REP-008-3,小号铁夹,7,humid_hot,不支持曾遭雷击,5,雨,18.5,85.0,0.667915
REP-008-3,小号铁夹,7,humid_hot,不支持曾遭雷击,6,雨转阴,20.0,80.0,0.645481
REP-008-3,小号铁夹,7,humid_hot,不支持曾遭雷击,7,阴,20.0,80.0,0.623344
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,1,阴,10.0,80.0,0.898287
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,2,多云,10.5,75.0,0.85447
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,3,多云,10.5,75.0,0.812198
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,4,多云,12.5,75.0,0.780917
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,5,多云转晴,14.0,70.0,0.775771
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,6,多云,15.0,75.0,0.756242
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,7,多云转小雨,14.0,85.0,0.697527
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,8,小雨转阴,13.0,85.0,0.642175
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,9,小雨转阴,12.0,85.0,0.590118
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,10,多云,12.0,75.0,0.563194
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,11,多云转阴,12.0,80.0,0.526847
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,12,晴转多云,12.0,70.0,0.511853
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,13,阴转多云,12.5,80.0,0.478986
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,14,晴转多云,11.0,70.0,0.460706
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,15,阴,12.5,80.0,0.430496
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,16,阴,15.5,80.0,0.406353
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,17,小雨,14.0,85.0,0.372079
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,18,小雨,11.5,85.0,0.339489
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,19,多云,11.5,75.0,0.3209
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,20,多云,12.0,75.0,0.304033
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,21,阴,13.0,80.0,0.283367
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,22,阴,12.5,80.0,0.263437
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,23,小雨,11.5,85.0,0.239487
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,24,小雨,12.5,85.0,0.217802
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,25,小雨,13.0,85.0,0.198048
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,26,多云转阵雨,16.5,80.0,0.186254
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,27,小雨,13.0,85.0,0.169114
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,28,分散阵雨转多云,18.0,80.0,0.159675
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,29,多云转阵雨,16.5,80.0,0.149838
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,30,小雨,15.0,85.0,0.136059
REP-009-2,小号铁夹,30,normal,灰区/证据不足,1,阴,10.0,80.0,0.898287
REP-009-2,小号铁夹,30,normal,灰区/证据不足,2,多云,10.5,75.0,0.85447
REP-009-2,小号铁夹,30,normal,灰区/证据不足,3,多云,10.5,75.0,0.812198
REP-009-2,小号铁夹,30,normal,灰区/证据不足,4,多云,12.5,75.0,0.780917
REP-009-2,小号铁夹,30,normal,灰区/证据不足,5,多云转晴,14.0,70.0,0.775771
REP-009-2,小号铁夹,30,normal,灰区/证据不足,6,多云,15.0,75.0,0.756242
REP-009-2,小号铁夹,30,normal,灰区/证据不足,7,多云转小雨,14.0,85.0,0.697527
REP-009-2,小号铁夹,30,normal,灰区/证据不足,8,小雨转阴,13.0,85.0,0.642175
REP-009-2,小号铁夹,30,normal,灰区/证据不足,9,小雨转阴,12.0,85.0,0.590118
REP-009-2,小号铁夹,30,normal,灰区/证据不足,10,多云,12.0,75.0,0.563194
REP-009-2,小号铁夹,30,normal,灰区/证据不足,11,多云转阴,12.0,80.0,0.526847
REP-009-2,小号铁夹,30,normal,灰区/证据不足,12,晴转多云,12.0,70.0,0.511853
REP-009-2,小号铁夹,30,normal,灰区/证据不足,13,阴转多云,12.5,80.0,0.478986
REP-009-2,小号铁夹,30,normal,灰区/证据不足,14,晴转多云,11.0,70.0,0.460706
REP-009-2,小号铁夹,30,normal,灰区/证据不足,15,阴,12.5,80.0,0.430496
REP-009-2,小号铁夹,30,normal,灰区/证据不足,16,阴,15.5,80.0,0.406353
REP-009-2,小号铁夹,30,normal,灰区/证据不足,17,小雨,14.0,85.0,0.372079
REP-009-2,小号铁夹,30,normal,灰区/证据不足,18,小雨,11.5,85.0,0.339489
REP-009-2,小号铁夹,30,normal,灰区/证据不足,19,多云,11.5,75.0,0.3209
REP-009-2,小号铁夹,30,normal,灰区/证据不足,20,多云,12.0,75.0,0.304033
REP-009-2,小号铁夹,30,normal,灰区/证据不足,21,阴,13.0,80.0,0.283367
REP-009-2,小号铁夹,30,normal,灰区/证据不足,22,阴,12.5,80.0,0.263437
REP-009-2,小号铁夹,30,normal,灰区/证据不足,23,小雨,11.5,85.0,0.239487
REP-009-2,小号铁夹,30,normal,灰区/证据不足,24,小雨,12.5,85.0,0.217802
REP-009-2,小号铁夹,30,normal,灰区/证据不足,25,小雨,13.0,85.0,0.198048
REP-009-2,小号铁夹,30,normal,灰区/证据不足,26,多云转阵雨,16.5,80.0,0.186254
REP-009-2,小号铁夹,30,normal,灰区/证据不足,27,小雨,13.0,85.0,0.169114
REP-009-2,小号铁夹,30,normal,灰区/证据不足,28,分散阵雨转多云,18.0,80.0,0.159675
REP-009-2,小号铁夹,30,normal,灰区/证据不足,29,多云转阵雨,16.5,80.0,0.149838
REP-009-2,小号铁夹,30,normal,灰区/证据不足,30,小雨,15.0,85.0,0.136059
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,1,阴,10.0,80.0,0.898287
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,2,多云,10.5,75.0,0.85447
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,3,多云,10.5,75.0,0.812198
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,4,多云,12.5,75.0,0.780917
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,5,多云转晴,14.0,70.0,0.775771
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,6,多云,15.0,75.0,0.756242
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,7,多云转小雨,14.0,85.0,0.697527
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,8,小雨转阴,13.0,85.0,0.642175
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,9,小雨转阴,12.0,85.0,0.590118
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,10,多云,12.0,75.0,0.563194
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,11,多云转阴,12.0,80.0,0.526847
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,12,晴转多云,12.0,70.0,0.511853
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,13,阴转多云,12.5,80.0,0.478986
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,14,晴转多云,11.0,70.0,0.460706
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,15,阴,12.5,80.0,0.430496
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,16,阴,15.5,80.0,0.406353
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,17,小雨,14.0,85.0,0.372079
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,18,小雨,11.5,85.0,0.339489
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,19,多云,11.5,75.0,0.3209
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,20,多云,12.0,75.0,0.304033
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,21,阴,13.0,80.0,0.283367
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,22,阴,12.5,80.0,0.263437
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,23,小雨,11.5,85.0,0.239487
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,24,小雨,12.5,85.0,0.217802
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,25,小雨,13.0,85.0,0.198048
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,26,多云转阵雨,16.5,80.0,0.186254
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,27,小雨,13.0,85.0,0.169114
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,28,分散阵雨转多云,18.0,80.0,0.159675
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,29,多云转阵雨,16.5,80.0,0.149838
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,30,小雨,15.0,85.0,0.136059
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,1,阴,15.0,80.0,0.914659
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,2,多云,16.5,75.0,0.902453
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,3,多云,17.5,75.0,0.8952
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,4,多云,16.0,75.0,0.879282
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,5,小雨,14.0,85.0,0.812197
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,6,小雨,13.5,85.0,0.749261
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,7,阴转多云,15.5,80.0,0.711899
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,8,晴,17.5,70.0,0.711899
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,9,中到大雨,13.0,90.0,0.654573
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,10,小雨,12.0,85.0,0.601073
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,11,多云,14.5,75.0,0.582032
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,12,晴,16.5,70.0,0.582032
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,13,晴,18.0,70.0,0.582032
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,14,多云,19.0,75.0,0.582032
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,15,多云,20.0,75.0,0.582032
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,16,多云转小雨,18.5,85.0,0.548555
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,17,小雨,17.5,85.0,0.504278
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,18,小雨,16.0,85.0,0.462452
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,19,阴,18.0,80.0,0.439515
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,20,多云,19.5,75.0,0.435892
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,21,多云转小雨,19.0,85.0,0.400218
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,22,小雨,17.5,85.0,0.366575
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,23,小雨转阴,16.0,85.0,0.334947
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,24,小雨,18.0,85.0,0.306516
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,25,小雨,19.0,85.0,0.280611
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,26,晴转小雨,19.5,85.0,0.256853
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,27,小雨,18.5,85.0,0.23467
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,28,雨,18.5,85.0,0.214246
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,29,雨转阴,20.0,80.0,0.203606
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,30,阴,20.0,80.0,0.193353
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,1,阴,15.0,80.0,0.914659
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,2,多云,16.5,75.0,0.902453
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,3,多云,17.5,75.0,0.8952
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,4,多云,16.0,75.0,0.879282
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,5,小雨,14.0,85.0,0.812197
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,6,小雨,13.5,85.0,0.749261
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,7,阴转多云,15.5,80.0,0.711899
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,8,晴,17.5,70.0,0.711899
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,9,中到大雨,13.0,90.0,0.654573
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,10,小雨,12.0,85.0,0.601073
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,11,多云,14.5,75.0,0.582032
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,12,晴,16.5,70.0,0.582032
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,13,晴,18.0,70.0,0.582032
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,14,多云,19.0,75.0,0.582032
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,15,多云,20.0,75.0,0.582032
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,16,多云转小雨,18.5,85.0,0.548555
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,17,小雨,17.5,85.0,0.504278
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,18,小雨,16.0,85.0,0.462452
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,19,阴,18.0,80.0,0.439515
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,20,多云,19.5,75.0,0.435892
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,21,多云转小雨,19.0,85.0,0.400218
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,22,小雨,17.5,85.0,0.366575
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,23,小雨转阴,16.0,85.0,0.334947
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,24,小雨,18.0,85.0,0.306516
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,25,小雨,19.0,85.0,0.280611
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,26,晴转小雨,19.5,85.0,0.256853
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,27,小雨,18.5,85.0,0.23467
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,28,雨,18.5,85.0,0.214246
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,29,雨转阴,20.0,80.0,0.203606
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,30,阴,20.0,80.0,0.193353
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,1,阴,15.0,80.0,0.914659
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,2,多云,16.5,75.0,0.902453
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,3,多云,17.5,75.0,0.8952
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,4,多云,16.0,75.0,0.879282
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,5,小雨,14.0,85.0,0.812197
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,6,小雨,13.5,85.0,0.749261
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,7,阴转多云,15.5,80.0,0.711899
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,8,晴,17.5,70.0,0.711899
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,9,中到大雨,13.0,90.0,0.654573
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,10,小雨,12.0,85.0,0.601073
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,11,多云,14.5,75.0,0.582032
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,12,晴,16.5,70.0,0.582032
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,13,晴,18.0,70.0,0.582032
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,14,多云,19.0,75.0,0.582032
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,15,多云,20.0,75.0,0.582032
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,16,多云转小雨,18.5,85.0,0.548555
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,17,小雨,17.5,85.0,0.504278
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,18,小雨,16.0,85.0,0.462452
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,19,阴,18.0,80.0,0.439515
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,20,多云,19.5,75.0,0.435892
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,21,多云转小雨,19.0,85.0,0.400218
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,22,小雨,17.5,85.0,0.366575
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,23,小雨转阴,16.0,85.0,0.334947
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,24,小雨,18.0,85.0,0.306516
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,25,小雨,19.0,85.0,0.280611
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,26,晴转小雨,19.5,85.0,0.256853
