case_id,sample_type,sample_id,delay_days,observed_magnetism_mt,weather,temp_c,hum_pct,weather_source
EXPERIMENT_INTERNAL,小号铁钉,11,51,0.041,阴,13.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,11,58,0.0179,分散阵雨转多云,18.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,11,90,0.001,阴,20.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,1,3.3464,小雨,9.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,2,2.9986,小雨转阴,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,3,2.6869,阴转小雨,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,4,2.5428,多云,7.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,5,2.4004,雾/晴,8.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,6,2.2703,多云,9.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,7,2.1479,多云,8.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,8,2.0363,晴,9.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,9,1.9214,轻度雾霾,10.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,10,1.8095,雾/阴,9.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,11,1.7016,雾/阴,7.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,12,1.6031,雾/多云,8.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,13,1.5222,晴转多云,11.0,65.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,14,1.4393,多云,10.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,15,1.3574,中度雾霾,11.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,22,0.7494,晴,8.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,30,0.4052,小雨,10.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,37,0.2577,多云转小雨,14.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,44,0.155,晴转多云,11.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,51,0.0925,阴,13.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,58,0.0405,分散阵雨转多云,18.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,12,90,0.0022,阴,20.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,1,3.0768,小雨,9.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,2,2.757,小雨转阴,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,3,2.4704,阴转小雨,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,4,2.3379,多云,7.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,5,2.207,雾/晴,8.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,6,2.0874,多云,9.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,7,1.9749,多云,8.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,8,1.8722,晴,9.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,9,1.7666,轻度雾霾,10.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,10,1.6638,雾/阴,9.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,11,1.5645,雾/阴,7.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,12,1.4739,雾/多云,8.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,13,1.3996,晴转多云,11.0,65.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,14,1.3233,多云,10.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,15,1.2481,中度雾霾,11.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,22,0.6891,晴,8.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,30,0.3726,小雨,10.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,37,0.2369,多云转小雨,14.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,44,0.1426,晴转多云,11.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,51,0.085,阴,13.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,58,0.0372,分散阵雨转多云,18.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,13,90,0.002,阴,20.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,1,1.8606,小雨,9.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,2,1.6672,小雨转阴,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,3,1.4939,阴转小雨,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,4,1.4138,多云,7.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,5,1.3347,雾/晴,8.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,6,1.2623,多云,9.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,7,1.1943,多云,8.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,8,1.1322,晴,9.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,9,1.0683,轻度雾霾,10.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,10,1.0061,雾/阴,9.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,11,0.9461,雾/阴,7.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,12,0.8913,雾/多云,8.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,13,0.8464,晴转多云,11.0,65.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,14,0.8003,多云,10.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,15,0.7547,中度雾霾,11.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,22,0.4167,晴,8.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,30,0.2253,小雨,10.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,37,0.1433,多云转小雨,14.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,44,0.0862,晴转多云,11.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,51,0.0514,阴,13.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,58,0.0225,分散阵雨转多云,18.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,14,90,0.0012,阴,20.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,1,1.8008,小雨,9.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,2,1.6136,小雨转阴,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,3,1.4459,阴转小雨,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,4,1.3683,多云,7.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,5,1.2917,雾/晴,8.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,6,1.2217,多云,9.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,7,1.1559,多云,8.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,8,1.0958,晴,9.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,9,1.0339,轻度雾霾,10.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,10,0.9738,雾/阴,9.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,11,0.9157,雾/阴,7.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,12,0.8626,雾/多云,8.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,13,0.8192,晴转多云,11.0,65.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,14,0.7745,多云,10.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,15,0.7305,中度雾霾,11.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,22,0.4033,晴,8.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,30,0.2181,小雨,10.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,37,0.1387,多云转小雨,14.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,44,0.0834,晴转多云,11.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,51,0.0498,阴,13.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,58,0.0218,分散阵雨转多云,18.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,15,90,0.0012,阴,20.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,1,1.8039,小雨,9.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,2,1.6164,小雨转阴,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,3,1.4484,阴转小雨,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,4,1.3707,多云,7.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,5,1.294,雾/晴,8.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,6,1.2238,多云,9.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,7,1.1578,多云,8.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,8,1.0977,晴,9.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,9,1.0357,轻度雾霾,10.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,10,0.9754,雾/阴,9.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,11,0.9172,雾/阴,7.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,12,0.8641,雾/多云,8.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,13,0.8206,晴转多云,11.0,65.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,14,0.7759,多云,10.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,15,0.7317,中度雾霾,11.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,22,0.404,晴,8.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,30,0.2184,小雨,10.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,37,0.1389,多云转小雨,14.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,44,0.0836,晴转多云,11.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,51,0.0499,阴,13.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,58,0.0218,分散阵雨转多云,18.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,16,90,0.0012,阴,20.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,1,2.0409,小雨,9.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,2,1.8287,小雨转阴,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,3,1.6386,阴转小雨,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,4,1.5508,多云,7.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,5,1.4639,雾/晴,8.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,6,1.3846,多云,9.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,7,1.31,多云,8.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,8,1.2419,晴,9.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,9,1.1718,轻度雾霾,10.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,10,1.1036,雾/阴,9.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,11,1.0378,雾/阴,7.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,12,0.9777,雾/多云,8.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,13,0.9284,晴转多云,11.0,65.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,14,0.8778,多云,10.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,15,0.8279,中度雾霾,11.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,22,0.4571,晴,8.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,30,0.2471,小雨,10.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,37,0.1571,多云转小雨,14.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,44,0.0946,晴转多云,11.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,51,0.0564,阴,13.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,58,0.0247,分散阵雨转多云,18.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,17,90,0.0014,阴,20.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,1,2.4734,小雨,9.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,2,2.2163,小雨转阴,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,3,1.9859,阴转小雨,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,4,1.8794,多云,7.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,5,1.7742,雾/晴,8.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,6,1.678,多云,9.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,7,1.5876,多云,8.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,8,1.505,晴,9.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,9,1.4201,轻度雾霾,10.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,10,1.3374,雾/阴,9.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,11,1.2577,雾/阴,7.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,12,1.1848,雾/多云,8.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,13,1.1251,晴转多云,11.0,65.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,14,1.0638,多云,10.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,15,1.0033,中度雾霾,11.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,22,0.5539,晴,8.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,30,0.2995,小雨,10.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,37,0.1904,多云转小雨,14.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,44,0.1146,晴转多云,11.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,51,0.0684,阴,13.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,58,0.0299,分散阵雨转多云,18.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,18,90,0.0016,阴,20.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,1,2.2913,小雨,9.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,2,2.0532,小雨转阴,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,3,1.8397,阴转小雨,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,4,1.7411,多云,7.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,5,1.6436,雾/晴,8.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,6,1.5545,多云,9.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,7,1.4707,多云,8.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,8,1.3943,晴,9.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,9,1.3156,轻度雾霾,10.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,10,1.239,雾/阴,9.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,11,1.1651,雾/阴,7.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,12,1.0976,雾/多云,8.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,13,1.0423,晴转多云,11.0,65.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,14,0.9855,多云,10.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,15,0.9295,中度雾霾,11.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,22,0.5132,晴,8.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,30,0.2775,小雨,10.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,37,0.1764,多云转小雨,14.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,44,0.1062,晴转多云,11.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,51,0.0633,阴,13.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,58,0.0277,分散阵雨转多云,18.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,19,90,0.0015,阴,20.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,1,2.0154,小雨,9.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,2,1.8059,小雨转阴,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,3,1.6181,阴转小雨,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,4,1.5314,多云,7.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,5,1.4456,雾/晴,8.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,6,1.3673,多云,9.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,7,1.2936,多云,8.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,8,1.2263,晴,9.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,9,1.1571,轻度雾霾,10.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,10,1.0898,雾/阴,9.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,11,1.0248,雾/阴,7.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,12,0.9654,雾/多云,8.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,13,0.9168,晴转多云,11.0,65.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,14,0.8668,多云,10.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,15,0.8175,中度雾霾,11.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,22,0.4513,晴,8.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,30,0.244,小雨,10.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,37,0.1552,多云转小雨,14.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,44,0.0934,晴转多云,11.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,51,0.0557,阴,13.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,58,0.0244,分散阵雨转多云,18.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁钉,20,90,0.0013,阴,20.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,1,2.4595,小雨,9.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,2,2.1899,小雨转阴,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,3,1.9498,阴转小雨,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,4,1.8396,多云,7.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,5,1.7309,雾/晴,8.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,6,1.632,多云,9.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,7,1.5392,多云,8.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,8,1.4549,晴,9.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,9,1.3683,轻度雾霾,10.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,10,1.2843,雾/阴,9.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,11,1.2035,雾/阴,7.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,12,1.13,雾/多云,8.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,13,1.0699,晴转多云,11.0,65.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,14,1.0085,多云,10.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,15,0.948,中度雾霾,11.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,22,0.5058,晴,8.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,30,0.264,小雨,10.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,37,0.1636,多云转小雨,14.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,44,0.0957,晴转多云,11.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,51,0.0554,阴,13.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,58,0.0231,分散阵雨转多云,18.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,1,90,0.0011,阴,20.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,2,1,1.7776,小雨,9.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,2,2,1.5828,小雨转阴,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,2,3,1.4093,阴转小雨,7.5,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,2,4,1.3296,多云,7.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,2,5,1.2511,雾/晴,8.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,2,6,1.1796,多云,9.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,2,7,1.1125,多云,8.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,2,8,1.0515,晴,9.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,2,9,0.989,轻度雾霾,10.0,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,2,10,0.9283,雾/阴,9.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,2,11,0.8699,雾/阴,7.0,90.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,2,12,0.8167,雾/多云,8.0,85.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,2,13,0.7733,晴转多云,11.0,65.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,2,14,0.7289,多云,10.5,75.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,2,15,0.6852,中度雾霾,11.5,80.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,2,22,0.3656,晴,8.0,70.0,附件2/内置天气轨迹
EXPERIMENT_INTERNAL,小号铁夹,2,30,0.1908,小雨,10.0,85.0,附件2/内置天气轨迹
