case_id,sample_type,delay_days,weather_scenario,target_decision,day,theta_static_mt,theta_dynamic_mt
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,57,1.0,0.023683
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,58,1.0,0.021248
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,59,1.0,0.019844
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,60,1.0,0.018519
REP-007-1,小号铁夹,7,normal,支持曾遭雷击,1,1.0,0.906436
REP-007-1,小号铁夹,7,normal,支持曾遭雷击,2,1.0,0.879507
REP-007-1,小号铁夹,7,normal,支持曾遭雷击,3,1.0,0.829058
REP-007-1,小号铁夹,7,normal,支持曾遭雷击,4,1.0,0.789442
REP-007-1,小号铁夹,7,normal,支持曾遭雷击,5,1.0,0.729212
REP-007-1,小号铁夹,7,normal,支持曾遭雷击,6,1.0,0.671188
REP-007-1,小号铁夹,7,normal,支持曾遭雷击,7,1.0,0.640014
REP-007-2,小号铁夹,7,normal,灰区/证据不足,1,1.0,0.906436
REP-007-2,小号铁夹,7,normal,灰区/证据不足,2,1.0,0.879507
REP-007-2,小号铁夹,7,normal,灰区/证据不足,3,1.0,0.829058
REP-007-2,小号铁夹,7,normal,灰区/证据不足,4,1.0,0.789442
REP-007-2,小号铁夹,7,normal,灰区/证据不足,5,1.0,0.729212
REP-007-2,小号铁夹,7,normal,灰区/证据不足,6,1.0,0.671188
REP-007-2,小号铁夹,7,normal,灰区/证据不足,7,1.0,0.640014
REP-007-3,小号铁夹,7,normal,不支持曾遭雷击,1,1.0,0.906436
REP-007-3,小号铁夹,7,normal,不支持曾遭雷击,2,1.0,0.879507
REP-007-3,小号铁夹,7,normal,不支持曾遭雷击,3,1.0,0.829058
REP-007-3,小号铁夹,7,normal,不支持曾遭雷击,4,1.0,0.789442
REP-007-3,小号铁夹,7,normal,不支持曾遭雷击,5,1.0,0.729212
REP-007-3,小号铁夹,7,normal,不支持曾遭雷击,6,1.0,0.671188
REP-007-3,小号铁夹,7,normal,不支持曾遭雷击,7,1.0,0.640014
REP-008-1,小号铁夹,7,humid_hot,支持曾遭雷击,1,1.0,0.893555
REP-008-1,小号铁夹,7,humid_hot,支持曾遭雷击,2,1.0,0.831874
REP-008-1,小号铁夹,7,humid_hot,支持曾遭雷击,3,1.0,0.774324
REP-008-1,小号铁夹,7,humid_hot,支持曾遭雷击,4,1.0,0.719417
REP-008-1,小号铁夹,7,humid_hot,支持曾遭雷击,5,1.0,0.667915
REP-008-1,小号铁夹,7,humid_hot,支持曾遭雷击,6,1.0,0.645481
REP-008-1,小号铁夹,7,humid_hot,支持曾遭雷击,7,1.0,0.623344
REP-008-2,小号铁夹,7,humid_hot,灰区/证据不足,1,1.0,0.893555
REP-008-2,小号铁夹,7,humid_hot,灰区/证据不足,2,1.0,0.831874
REP-008-2,小号铁夹,7,humid_hot,灰区/证据不足,3,1.0,0.774324
REP-008-2,小号铁夹,7,humid_hot,灰区/证据不足,4,1.0,0.719417
REP-008-2,小号铁夹,7,humid_hot,灰区/证据不足,5,1.0,0.667915
REP-008-2,小号铁夹,7,humid_hot,灰区/证据不足,6,1.0,0.645481
REP-008-2,小号铁夹,7,humid_hot,灰区/证据不足,7,1.0,0.623344
REP-008-3,小号铁夹,7,humid_hot,不支持曾遭雷击,1,1.0,0.893555
REP-008-3,小号铁夹,7,humid_hot,不支持曾遭雷击,2,1.0,0.831874
REP-008-3,小号铁夹,7,humid_hot,不支持曾遭雷击,3,1.0,0.774324
REP-008-3,小号铁夹,7,humid_hot,不支持曾遭雷击,4,1.0,0.719417
REP-008-3,小号铁夹,7,humid_hot,不支持曾遭雷击,5,1.0,0.667915
REP-008-3,小号铁夹,7,humid_hot,不支持曾遭雷击,6,1.0,0.645481
REP-008-3,小号铁夹,7,humid_hot,不支持曾遭雷击,7,1.0,0.623344
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,1,1.0,0.898287
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,2,1.0,0.85447
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,3,1.0,0.812198
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,4,1.0,0.780917
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,5,1.0,0.775771
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,6,1.0,0.756242
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,7,1.0,0.697527
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,8,1.0,0.642175
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,9,1.0,0.590118
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,10,1.0,0.563194
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,11,1.0,0.526847
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,12,1.0,0.511853
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,13,1.0,0.478986
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,14,1.0,0.460706
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,15,1.0,0.430496
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,16,1.0,0.406353
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,17,1.0,0.372079
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,18,1.0,0.339489
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,19,1.0,0.3209
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,20,1.0,0.304033
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,21,1.0,0.283367
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,22,1.0,0.263437
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,23,1.0,0.239487
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,24,1.0,0.217802
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,25,1.0,0.198048
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,26,1.0,0.186254
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,27,1.0,0.169114
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,28,1.0,0.159675
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,29,1.0,0.149838
REP-009-1,小号铁夹,30,normal,支持曾遭雷击,30,1.0,0.136059
REP-009-2,小号铁夹,30,normal,灰区/证据不足,1,1.0,0.898287
REP-009-2,小号铁夹,30,normal,灰区/证据不足,2,1.0,0.85447
REP-009-2,小号铁夹,30,normal,灰区/证据不足,3,1.0,0.812198
REP-009-2,小号铁夹,30,normal,灰区/证据不足,4,1.0,0.780917
REP-009-2,小号铁夹,30,normal,灰区/证据不足,5,1.0,0.775771
REP-009-2,小号铁夹,30,normal,灰区/证据不足,6,1.0,0.756242
REP-009-2,小号铁夹,30,normal,灰区/证据不足,7,1.0,0.697527
REP-009-2,小号铁夹,30,normal,灰区/证据不足,8,1.0,0.642175
REP-009-2,小号铁夹,30,normal,灰区/证据不足,9,1.0,0.590118
REP-009-2,小号铁夹,30,normal,灰区/证据不足,10,1.0,0.563194
REP-009-2,小号铁夹,30,normal,灰区/证据不足,11,1.0,0.526847
REP-009-2,小号铁夹,30,normal,灰区/证据不足,12,1.0,0.511853
REP-009-2,小号铁夹,30,normal,灰区/证据不足,13,1.0,0.478986
REP-009-2,小号铁夹,30,normal,灰区/证据不足,14,1.0,0.460706
REP-009-2,小号铁夹,30,normal,灰区/证据不足,15,1.0,0.430496
REP-009-2,小号铁夹,30,normal,灰区/证据不足,16,1.0,0.406353
REP-009-2,小号铁夹,30,normal,灰区/证据不足,17,1.0,0.372079
REP-009-2,小号铁夹,30,normal,灰区/证据不足,18,1.0,0.339489
REP-009-2,小号铁夹,30,normal,灰区/证据不足,19,1.0,0.3209
REP-009-2,小号铁夹,30,normal,灰区/证据不足,20,1.0,0.304033
REP-009-2,小号铁夹,30,normal,灰区/证据不足,21,1.0,0.283367
REP-009-2,小号铁夹,30,normal,灰区/证据不足,22,1.0,0.263437
REP-009-2,小号铁夹,30,normal,灰区/证据不足,23,1.0,0.239487
REP-009-2,小号铁夹,30,normal,灰区/证据不足,24,1.0,0.217802
REP-009-2,小号铁夹,30,normal,灰区/证据不足,25,1.0,0.198048
REP-009-2,小号铁夹,30,normal,灰区/证据不足,26,1.0,0.186254
REP-009-2,小号铁夹,30,normal,灰区/证据不足,27,1.0,0.169114
REP-009-2,小号铁夹,30,normal,灰区/证据不足,28,1.0,0.159675
REP-009-2,小号铁夹,30,normal,灰区/证据不足,29,1.0,0.149838
REP-009-2,小号铁夹,30,normal,灰区/证据不足,30,1.0,0.136059
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,1,1.0,0.898287
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,2,1.0,0.85447
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,3,1.0,0.812198
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,4,1.0,0.780917
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,5,1.0,0.775771
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,6,1.0,0.756242
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,7,1.0,0.697527
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,8,1.0,0.642175
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,9,1.0,0.590118
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,10,1.0,0.563194
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,11,1.0,0.526847
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,12,1.0,0.511853
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,13,1.0,0.478986
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,14,1.0,0.460706
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,15,1.0,0.430496
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,16,1.0,0.406353
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,17,1.0,0.372079
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,18,1.0,0.339489
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,19,1.0,0.3209
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,20,1.0,0.304033
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,21,1.0,0.283367
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,22,1.0,0.263437
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,23,1.0,0.239487
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,24,1.0,0.217802
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,25,1.0,0.198048
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,26,1.0,0.186254
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,27,1.0,0.169114
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,28,1.0,0.159675
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,29,1.0,0.149838
REP-009-3,小号铁夹,30,normal,不支持曾遭雷击,30,1.0,0.136059
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,1,1.0,0.914659
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,2,1.0,0.902453
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,3,1.0,0.8952
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,4,1.0,0.879282
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,5,1.0,0.812197
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,6,1.0,0.749261
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,7,1.0,0.711899
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,8,1.0,0.711899
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,9,1.0,0.654573
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,10,1.0,0.601073
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,11,1.0,0.582032
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,12,1.0,0.582032
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,13,1.0,0.582032
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,14,1.0,0.582032
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,15,1.0,0.582032
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,16,1.0,0.548555
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,17,1.0,0.504278
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,18,1.0,0.462452
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,19,1.0,0.439515
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,20,1.0,0.435892
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,21,1.0,0.400218
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,22,1.0,0.366575
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,23,1.0,0.334947
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,24,1.0,0.306516
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,25,1.0,0.280611
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,26,1.0,0.256853
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,27,1.0,0.23467
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,28,1.0,0.214246
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,29,1.0,0.203606
REP-010-1,小号铁夹,30,humid_hot,支持曾遭雷击,30,1.0,0.193353
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,1,1.0,0.914659
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,2,1.0,0.902453
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,3,1.0,0.8952
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,4,1.0,0.879282
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,5,1.0,0.812197
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,6,1.0,0.749261
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,7,1.0,0.711899
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,8,1.0,0.711899
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,9,1.0,0.654573
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,10,1.0,0.601073
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,11,1.0,0.582032
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,12,1.0,0.582032
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,13,1.0,0.582032
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,14,1.0,0.582032
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,15,1.0,0.582032
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,16,1.0,0.548555
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,17,1.0,0.504278
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,18,1.0,0.462452
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,19,1.0,0.439515
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,20,1.0,0.435892
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,21,1.0,0.400218
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,22,1.0,0.366575
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,23,1.0,0.334947
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,24,1.0,0.306516
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,25,1.0,0.280611
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,26,1.0,0.256853
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,27,1.0,0.23467
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,28,1.0,0.214246
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,29,1.0,0.203606
REP-010-2,小号铁夹,30,humid_hot,灰区/证据不足,30,1.0,0.193353
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,1,1.0,0.914659
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,2,1.0,0.902453
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,3,1.0,0.8952
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,4,1.0,0.879282
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,5,1.0,0.812197
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,6,1.0,0.749261
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,7,1.0,0.711899
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,8,1.0,0.711899
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,9,1.0,0.654573
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,10,1.0,0.601073
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,11,1.0,0.582032
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,12,1.0,0.582032
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,13,1.0,0.582032
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,14,1.0,0.582032
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,15,1.0,0.582032
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,16,1.0,0.548555
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,17,1.0,0.504278
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,18,1.0,0.462452
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,19,1.0,0.439515
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,20,1.0,0.435892
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,21,1.0,0.400218
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,22,1.0,0.366575
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,23,1.0,0.334947
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,24,1.0,0.306516
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,25,1.0,0.280611
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,26,1.0,0.256853
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,27,1.0,0.23467
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,28,1.0,0.214246
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,29,1.0,0.203606
REP-010-3,小号铁夹,30,humid_hot,不支持曾遭雷击,30,1.0,0.193353
REP-011-1,小号铁夹,60,normal,灰区/证据不足,1,1.0,0.9048
REP-011-1,小号铁夹,60,normal,灰区/证据不足,2,1.0,0.9048
REP-011-1,小号铁夹,60,normal,灰区/证据不足,3,1.0,0.862061
REP-011-1,小号铁夹,60,normal,灰区/证据不足,4,1.0,0.780415
REP-011-1,小号铁夹,60,normal,灰区/证据不足,5,1.0,0.716409
REP-011-1,小号铁夹,60,normal,灰区/证据不足,6,1.0,0.656061
REP-011-1,小号铁夹,60,normal,灰区/证据不足,7,1.0,0.618139
REP-011-1,小号铁夹,60,normal,灰区/证据不足,8,1.0,0.578327
REP-011-1,小号铁夹,60,normal,灰区/证据不足,9,1.0,0.542334
REP-011-1,小号铁夹,60,normal,灰区/证据不足,10,1.0,0.504049
REP-011-1,小号铁夹,60,normal,灰区/证据不足,11,1.0,0.46147
REP-011-1,小号铁夹,60,normal,灰区/证据不足,12,1.0,0.435771
REP-011-1,小号铁夹,60,normal,灰区/证据不足,13,1.0,0.409952
REP-011-1,小号铁夹,60,normal,灰区/证据不足,14,1.0,0.374501
REP-011-1,小号铁夹,60,normal,灰区/证据不足,15,1.0,0.341867
REP-011-1,小号铁夹,60,normal,灰区/证据不足,16,1.0,0.316346
REP-011-1,小号铁夹,60,normal,灰区/证据不足,17,1.0,0.297641
REP-011-1,小号铁夹,60,normal,灰区/证据不足,18,1.0,0.279838
REP-011-1,小号铁夹,60,normal,灰区/证据不足,19,1.0,0.266133
REP-011-1,小号铁夹,60,normal,灰区/证据不足,20,1.0,0.261503
REP-011-1,小号铁夹,60,normal,灰区/证据不足,21,1.0,0.252146
REP-011-1,小号铁夹,60,normal,灰区/证据不足,22,1.0,0.230039
REP-011-1,小号铁夹,60,normal,灰区/证据不足,23,1.0,0.20948
REP-011-1,小号铁夹,60,normal,灰区/证据不足,24,1.0,0.190404
REP-011-1,小号铁夹,60,normal,灰区/证据不足,25,1.0,0.17974
REP-011-1,小号铁夹,60,normal,灰区/证据不足,26,1.0,0.166311
REP-011-1,小号铁夹,60,normal,灰区/证据不足,27,1.0,0.159819
REP-011-1,小号铁夹,60,normal,灰区/证据不足,28,1.0,0.14793
REP-011-1,小号铁夹,60,normal,灰区/证据不足,29,1.0,0.140736
REP-011-1,小号铁夹,60,normal,灰区/证据不足,30,1.0,0.130077
REP-011-1,小号铁夹,60,normal,灰区/证据不足,31,1.0,0.121446
REP-011-1,小号铁夹,60,normal,灰区/证据不足,32,1.0,0.109993
REP-011-1,小号铁夹,60,normal,灰区/证据不足,33,1.0,0.099267
REP-011-1,小号铁夹,60,normal,灰区/证据不足,34,1.0,0.09281
REP-011-1,小号铁夹,60,normal,灰区/证据不足,35,1.0,0.086975
REP-011-1,小号铁夹,60,normal,灰区/证据不足,36,1.0,0.080181
REP-011-1,小号铁夹,60,normal,灰区/证据不足,37,1.0,0.073731
REP-011-1,小号铁夹,60,normal,灰区/证据不足,38,1.0,0.066299
REP-011-1,小号铁夹,60,normal,灰区/证据不足,39,1.0,0.059639
REP-011-1,小号铁夹,60,normal,灰区/证据不足,40,1.0,0.05364
REP-011-1,小号铁夹,60,normal,灰区/证据不足,41,1.0,0.049897
REP-011-1,小号铁夹,60,normal,灰区/证据不足,42,1.0,0.044812
REP-011-1,小号铁夹,60,normal,灰区/证据不足,43,1.0,0.041851
REP-011-1,小号铁夹,60,normal,灰区/证据不足,44,1.0,0.038845
REP-011-1,小号铁夹,60,normal,灰区/证据不足,45,1.0,0.034889
REP-011-1,小号铁夹,60,normal,灰区/证据不足,46,1.0,0.032162
REP-011-1,小号铁夹,60,normal,灰区/证据不足,47,1.0,0.030708
REP-011-1,小号铁夹,60,normal,灰区/证据不足,48,1.0,0.029478
REP-011-1,小号铁夹,60,normal,灰区/证据不足,49,1.0,0.028019
REP-011-1,小号铁夹,60,normal,灰区/证据不足,50,1.0,0.025045
REP-011-1,小号铁夹,60,normal,灰区/证据不足,51,1.0,0.022359
REP-011-1,小号铁夹,60,normal,灰区/证据不足,52,1.0,0.020558
REP-011-1,小号铁夹,60,normal,灰区/证据不足,53,1.0,0.020321
REP-011-1,小号铁夹,60,normal,灰区/证据不足,54,1.0,0.017701
REP-011-1,小号铁夹,60,normal,灰区/证据不足,55,1.0,0.01573
REP-011-1,小号铁夹,60,normal,灰区/证据不足,56,1.0,0.01474
REP-011-1,小号铁夹,60,normal,灰区/证据不足,57,1.0,0.014403
REP-011-1,小号铁夹,60,normal,灰区/证据不足,58,1.0,0.014246
REP-011-1,小号铁夹,60,normal,灰区/证据不足,59,1.0,0.013691
REP-011-1,小号铁夹,60,normal,灰区/证据不足,60,1.0,0.013228
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,1,1.0,0.898287
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,2,1.0,0.85447
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,3,1.0,0.812198
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,4,1.0,0.780917
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,5,1.0,0.775771
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,6,1.0,0.756242
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,7,1.0,0.697527
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,8,1.0,0.642175
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,9,1.0,0.590118
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,10,1.0,0.563194
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,11,1.0,0.526847
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,12,1.0,0.511853
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,13,1.0,0.478986
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,14,1.0,0.460706
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,15,1.0,0.430496
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,16,1.0,0.406353
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,17,1.0,0.372079
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,18,1.0,0.339489
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,19,1.0,0.3209
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,20,1.0,0.304033
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,21,1.0,0.283367
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,22,1.0,0.263437
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,23,1.0,0.239487
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,24,1.0,0.217802
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,25,1.0,0.198048
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,26,1.0,0.186254
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,27,1.0,0.169114
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,28,1.0,0.159675
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,29,1.0,0.149838
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,30,1.0,0.136059
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,31,1.0,0.126802
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,32,1.0,0.122402
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,33,1.0,0.11879
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,34,1.0,0.114153
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,35,1.0,0.103162
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,36,1.0,0.093108
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,37,1.0,0.086551
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,38,1.0,0.086494
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,39,1.0,0.076174
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,40,1.0,0.068434
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,41,1.0,0.064832
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,42,1.0,0.064049
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,43,1.0,0.064048
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,44,1.0,0.062228
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,45,1.0,0.060785
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,46,1.0,0.054771
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,47,1.0,0.049261
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,48,1.0,0.044197
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,49,1.0,0.041096
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,50,1.0,0.039875
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,51,1.0,0.035819
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,52,1.0,0.032098
REP-012-1,小号铁夹,60,humid_hot,灰区/证据不足,53,1.0,0.028694
