sample_type,sample_id,delay_days,observed_magnetism_mt,retention_ratio,dynamic_threshold_mt,m0_hat_mt,static_threshold_mt,support_gap_mt
小号铁钉,16,37,0.1389,0.071699,0.071699,1.937257,1.0,0.937257
小号铁钉,16,44,0.0836,0.041917,0.041917,1.994397,1.0,0.994397
小号铁钉,16,51,0.0499,0.022821,0.022821,2.186577,1.0,1.186577
小号铁钉,16,58,0.0218,0.011383,0.011383,1.915217,1.0,0.915217
小号铁钉,16,90,0.0012,0.00058,0.00058,2.06891,1.0,1.06891
小号铁钉,17,1,2.0409,0.875958,0.875958,2.329906,1.0,1.329906
小号铁钉,17,2,1.8287,0.808559,0.808559,2.261678,1.0,1.261678
小号铁钉,17,3,1.6386,0.745802,0.745802,2.197099,1.0,1.197099
小号铁钉,17,4,1.5508,0.698656,0.698656,2.21969,1.0,1.21969
小号铁钉,17,5,1.4639,0.651078,0.651078,2.248425,1.0,1.248425
小号铁钉,17,6,1.3846,0.616501,0.616501,2.2459,1.0,1.2459
小号铁钉,17,7,1.31,0.57979,0.57979,2.259438,1.0,1.259438
小号铁钉,17,8,1.2419,0.553038,0.553038,2.245597,1.0,1.245597
小号铁钉,17,9,1.1718,0.516667,0.516667,2.267998,1.0,1.267998
小号铁钉,17,10,1.1036,0.474942,0.474942,2.32365,1.0,1.32365
小号铁钉,17,11,1.0378,0.432305,0.432305,2.400622,1.0,1.400622
小号铁钉,17,12,0.9777,0.396366,0.396366,2.466661,1.0,1.466661
小号铁钉,17,13,0.9284,0.389712,0.389712,2.38227,1.0,1.38227
小号铁钉,17,14,0.8778,0.369112,0.369112,2.378139,1.0,1.378139
小号铁钉,17,15,0.8279,0.345197,0.345197,2.39834,1.0,1.39834
小号铁钉,17,22,0.4571,0.212358,0.212358,2.152495,1.0,1.152495
小号铁钉,17,30,0.2471,0.111506,0.111506,2.216034,1.0,1.216034
小号铁钉,17,37,0.1571,0.071699,0.071699,2.191095,1.0,1.191095
小号铁钉,17,44,0.0946,0.041917,0.041917,2.256818,1.0,1.256818
小号铁钉,17,51,0.0564,0.022821,0.022821,2.471401,1.0,1.471401
小号铁钉,17,58,0.0247,0.011383,0.011383,2.169993,1.0,1.169993
小号铁钉,17,90,0.0014,0.00058,0.00058,2.413728,1.0,1.413728
小号铁钉,18,1,2.4734,0.875958,0.875958,2.823651,1.0,1.823651
小号铁钉,18,2,2.2163,0.808559,0.808559,2.741049,1.0,1.741049
小号铁钉,18,3,1.9859,0.745802,0.745802,2.662772,1.0,1.662772
小号铁钉,18,4,1.8794,0.698656,0.698656,2.690022,1.0,1.690022
小号铁钉,18,5,1.7742,0.651078,0.651078,2.725019,1.0,1.725019
小号铁钉,18,6,1.678,0.616501,0.616501,2.721811,1.0,1.721811
小号铁钉,18,7,1.5876,0.57979,0.57979,2.738231,1.0,1.738231
小号铁钉,18,8,1.505,0.553038,0.553038,2.721332,1.0,1.721332
小号铁钉,18,9,1.4201,0.516667,0.516667,2.748578,1.0,1.748578
小号铁钉,18,10,1.3374,0.474942,0.474942,2.81592,1.0,1.81592
小号铁钉,18,11,1.2577,0.432305,0.432305,2.909291,1.0,1.909291
小号铁钉,18,12,1.1848,0.396366,0.396366,2.989158,1.0,1.989158
小号铁钉,18,13,1.1251,0.389712,0.389712,2.887002,1.0,1.887002
小号铁钉,18,14,1.0638,0.369112,0.369112,2.882051,1.0,1.882051
小号铁钉,18,15,1.0033,0.345197,0.345197,2.906456,1.0,1.906456
小号铁钉,18,22,0.5539,0.212358,0.212358,2.608328,1.0,1.608328
小号铁钉,18,30,0.2995,0.111506,0.111506,2.685966,1.0,1.685966
小号铁钉,18,37,0.1904,0.071699,0.071699,2.655534,1.0,1.655534
小号铁钉,18,44,0.1146,0.041917,0.041917,2.733946,1.0,1.733946
小号铁钉,18,51,0.0684,0.022821,0.022821,2.997231,1.0,1.997231
小号铁钉,18,58,0.0299,0.011383,0.011383,2.626834,1.0,1.626834
小号铁钉,18,90,0.0016,0.00058,0.00058,2.758547,1.0,1.758547
小号铁钉,19,1,2.2913,0.875958,0.875958,2.615764,1.0,1.615764
小号铁钉,19,2,2.0532,0.808559,0.808559,2.539332,1.0,1.539332
小号铁钉,19,3,1.8397,0.745802,0.745802,2.466742,1.0,1.466742
小号铁钉,19,4,1.7411,0.698656,0.698656,2.492071,1.0,1.492071
小号铁钉,19,5,1.6436,0.651078,0.651078,2.524429,1.0,1.524429
小号铁钉,19,6,1.5545,0.616501,0.616501,2.521487,1.0,1.521487
小号铁钉,19,7,1.4707,0.57979,0.57979,2.536607,1.0,1.536607
小号铁钉,19,8,1.3943,0.553038,0.553038,2.521165,1.0,1.521165
小号铁钉,19,9,1.3156,0.516667,0.516667,2.54632,1.0,1.54632
小号铁钉,19,10,1.239,0.474942,0.474942,2.608737,1.0,1.608737
小号铁钉,19,11,1.1651,0.432305,0.432305,2.69509,1.0,1.69509
小号铁钉,19,12,1.0976,0.396366,0.396366,2.76916,1.0,1.76916
小号铁钉,19,13,1.0423,0.389712,0.389712,2.674537,1.0,1.674537
小号铁钉,19,14,0.9855,0.369112,0.369112,2.66992,1.0,1.66992
小号铁钉,19,15,0.9295,0.345197,0.345197,2.692665,1.0,1.692665
小号铁钉,19,22,0.5132,0.212358,0.212358,2.416671,1.0,1.416671
小号铁钉,19,30,0.2775,0.111506,0.111506,2.488666,1.0,1.488666
小号铁钉,19,37,0.1764,0.071699,0.071699,2.460274,1.0,1.460274
小号铁钉,19,44,0.1062,0.041917,0.041917,2.533552,1.0,1.533552
小号铁钉,19,51,0.0633,0.022821,0.022821,2.773753,1.0,1.773753
小号铁钉,19,58,0.0277,0.011383,0.011383,2.433555,1.0,1.433555
小号铁钉,19,90,0.0015,0.00058,0.00058,2.586137,1.0,1.586137
小号铁钉,20,1,2.0154,0.875958,0.875958,2.300795,1.0,1.300795
小号铁钉,20,2,1.8059,0.808559,0.808559,2.233479,1.0,1.233479
小号铁钉,20,3,1.6181,0.745802,0.745802,2.169612,1.0,1.169612
小号铁钉,20,4,1.5314,0.698656,0.698656,2.191923,1.0,1.191923
小号铁钉,20,5,1.4456,0.651078,0.651078,2.220318,1.0,1.220318
小号铁钉,20,6,1.3673,0.616501,0.616501,2.217838,1.0,1.217838
小号铁钉,20,7,1.2936,0.57979,0.57979,2.231152,1.0,1.231152
小号铁钉,20,8,1.2263,0.553038,0.553038,2.217389,1.0,1.217389
小号铁钉,20,9,1.1571,0.516667,0.516667,2.239546,1.0,1.239546
小号铁钉,20,10,1.0898,0.474942,0.474942,2.294594,1.0,1.294594
小号铁钉,20,11,1.0248,0.432305,0.432305,2.37055,1.0,1.37055
小号铁钉,20,12,0.9654,0.396366,0.396366,2.435629,1.0,1.435629
小号铁钉,20,13,0.9168,0.389712,0.389712,2.352505,1.0,1.352505
小号铁钉,20,14,0.8668,0.369112,0.369112,2.348338,1.0,1.348338
小号铁钉,20,15,0.8175,0.345197,0.345197,2.368213,1.0,1.368213
小号铁钉,20,22,0.4513,0.212358,0.212358,2.125182,1.0,1.125182
小号铁钉,20,30,0.244,0.111506,0.111506,2.188233,1.0,1.188233
小号铁钉,20,37,0.1552,0.071699,0.071699,2.164595,1.0,1.164595
小号铁钉,20,44,0.0934,0.041917,0.041917,2.22819,1.0,1.22819
小号铁钉,20,51,0.0557,0.022821,0.022821,2.440728,1.0,1.440728
小号铁钉,20,58,0.0244,0.011383,0.011383,2.143637,1.0,1.143637
小号铁钉,20,90,0.0013,0.00058,0.00058,2.241319,1.0,1.241319
小号铁夹,1,1,2.4595,0.87411,0.87411,2.81372,1.0,1.81372
小号铁夹,1,2,2.1899,0.803269,0.803269,2.726234,1.0,1.726234
小号铁夹,1,3,1.9498,0.737632,0.737632,2.643325,1.0,1.643325
小号铁夹,1,4,1.8396,0.687933,0.687933,2.674097,1.0,1.674097
小号铁夹,1,5,1.7309,0.638238,0.638238,2.711997,1.0,1.711997
小号铁夹,1,6,1.632,0.601659,0.601659,2.7125,1.0,1.7125
小号铁夹,1,7,1.5392,0.563319,0.563319,2.732378,1.0,1.732378
小号铁夹,1,8,1.4549,0.53494,0.53494,2.719745,1.0,1.719745
小号铁夹,1,9,1.3683,0.49754,0.49754,2.750132,1.0,1.750132
小号铁夹,1,10,1.2843,0.455328,0.455328,2.820602,1.0,1.820602
小号铁夹,1,11,1.2035,0.412611,0.412611,2.916793,1.0,1.916793
小号铁夹,1,12,1.13,0.376629,0.376629,3.000303,1.0,2.000303
小号铁夹,1,13,1.0699,0.368662,0.368662,2.902118,1.0,1.902118
小号铁夹,1,14,1.0085,0.347624,0.347624,2.901127,1.0,1.901127
小号铁夹,1,15,0.948,0.323657,0.323657,2.929029,1.0,1.929029
小号铁夹,1,22,0.5058,0.192999,0.192999,2.620743,1.0,1.620743
小号铁夹,1,30,0.264,0.097795,0.097795,2.699529,1.0,1.699529
小号铁夹,1,37,0.1636,0.060954,0.060954,2.683992,1.0,1.683992
小号铁夹,1,44,0.0957,0.034542,0.034542,2.770528,1.0,1.770528
小号铁夹,1,51,0.0554,0.018229,0.018229,3.039147,1.0,2.039147
小号铁夹,1,58,0.0231,0.008813,0.008813,2.621101,1.0,1.621101
小号铁夹,1,90,0.0011,0.000389,0.000389,2.824398,1.0,1.824398
小号铁夹,2,1,1.7776,0.87411,0.87411,2.033612,1.0,1.033612
小号铁夹,2,2,1.5828,0.803269,0.803269,1.970448,1.0,0.970448
小号铁夹,2,3,1.4093,0.737632,0.737632,1.910574,1.0,0.910574
小号铁夹,2,4,1.3296,0.687933,0.687933,1.932746,1.0,0.932746
小号铁夹,2,5,1.2511,0.638238,0.638238,1.96024,1.0,0.96024
小号铁夹,2,6,1.1796,0.601659,0.601659,1.960579,1.0,0.960579
小号铁夹,2,7,1.1125,0.563319,0.563319,1.974903,1.0,0.974903
小号铁夹,2,8,1.0515,0.53494,0.53494,1.965641,1.0,0.965641
小号铁夹,2,9,0.989,0.49754,0.49754,1.987781,1.0,0.987781
小号铁夹,2,10,0.9283,0.455328,0.455328,2.038748,1.0,1.038748
小号铁夹,2,11,0.8699,0.412611,0.412611,2.108283,1.0,1.108283
小号铁夹,2,12,0.8167,0.376629,0.376629,2.168449,1.0,1.168449
小号铁夹,2,13,0.7733,0.368662,0.368662,2.097586,1.0,1.097586
小号铁夹,2,14,0.7289,0.347624,0.347624,2.096809,1.0,1.096809
小号铁夹,2,15,0.6852,0.323657,0.323657,2.117057,1.0,1.117057
小号铁夹,2,22,0.3656,0.192999,0.192999,1.894313,1.0,0.894313
小号铁夹,2,30,0.1908,0.097795,0.097795,1.951023,1.0,0.951023
小号铁夹,2,37,0.1183,0.060954,0.060954,1.940808,1.0,0.940808
小号铁夹,2,44,0.0691,0.034542,0.034542,2.000455,1.0,1.000455
小号铁夹,2,51,0.0401,0.018229,0.018229,2.199816,1.0,1.199816
小号铁夹,2,58,0.0167,0.008813,0.008813,1.894908,1.0,0.894908
小号铁夹,2,90,0.0008,0.000389,0.000389,2.054108,1.0,1.054108
小号铁夹,3,1,1.998,0.87411,0.87411,2.285754,1.0,1.285754
小号铁夹,3,2,1.779,0.803269,0.803269,2.2147,1.0,1.2147
小号铁夹,3,3,1.584,0.737632,0.737632,2.147414,1.0,1.147414
小号铁夹,3,4,1.4944,0.687933,0.687933,2.172304,1.0,1.172304
小号铁夹,3,5,1.4062,0.638238,0.638238,2.203253,1.0,1.203253
小号铁夹,3,6,1.3258,0.601659,0.601659,2.203574,1.0,1.203574
小号铁夹,3,7,1.2504,0.563319,0.563319,2.219702,1.0,1.219702
小号铁夹,3,8,1.1819,0.53494,0.53494,2.209407,1.0,1.209407
小号铁夹,3,9,1.1116,0.49754,0.49754,2.234194,1.0,1.234194
小号铁夹,3,10,1.0433,0.455328,0.455328,2.291313,1.0,1.291313
小号铁夹,3,11,0.9777,0.412611,0.412611,2.369546,1.0,1.369546
小号铁夹,3,12,0.918,0.376629,0.376629,2.437414,1.0,1.437414
小号铁夹,3,13,0.8692,0.368662,0.368662,2.357716,1.0,1.357716
小号铁夹,3,14,0.8192,0.347624,0.347624,2.356572,1.0,1.356572
小号铁夹,3,15,0.7701,0.323657,0.323657,2.379372,1.0,1.379372
小号铁夹,3,22,0.4109,0.192999,0.192999,2.12903,1.0,1.12903
小号铁夹,3,30,0.2145,0.097795,0.097795,2.193367,1.0,1.193367
小号铁夹,3,37,0.1329,0.060954,0.060954,2.180333,1.0,1.180333
小号铁夹,3,44,0.0777,0.034542,0.034542,2.249426,1.0,1.249426
小号铁夹,3,51,0.045,0.018229,0.018229,2.468621,1.0,1.468621
小号铁夹,3,58,0.0188,0.008813,0.008813,2.13319,1.0,1.13319
小号铁夹,3,90,0.0009,0.000389,0.000389,2.310871,1.0,1.310871
小号铁夹,4,1,2.1051,0.87411,0.87411,2.408279,1.0,1.408279
小号铁夹,4,2,1.8744,0.803269,0.803269,2.333464,1.0,1.333464
小号铁夹,4,3,1.6689,0.737632,0.737632,2.262512,1.0,1.262512
小号铁夹,4,4,1.5745,0.687933,0.687933,2.288739,1.0,1.288739
小号铁夹,4,5,1.4816,0.638238,0.638238,2.321391,1.0,1.321391
小号铁夹,4,6,1.3969,0.601659,0.601659,2.321747,1.0,1.321747
小号铁夹,4,7,1.3175,0.563319,0.563319,2.338818,1.0,1.338818
小号铁夹,4,8,1.2453,0.53494,0.53494,2.327925,1.0,1.327925
小号铁夹,4,9,1.1712,0.49754,0.49754,2.353983,1.0,1.353983
小号铁夹,4,10,1.0993,0.455328,0.455328,2.414302,1.0,1.414302
小号铁夹,4,11,1.0301,0.412611,0.412611,2.496542,1.0,1.496542
小号铁夹,4,12,0.9672,0.376629,0.376629,2.568047,1.0,1.568047
小号铁夹,4,13,0.9158,0.368662,0.368662,2.484119,1.0,1.484119
小号铁夹,4,14,0.8632,0.347624,0.347624,2.483146,1.0,1.483146
小号铁夹,4,15,0.8114,0.323657,0.323657,2.506977,1.0,1.506977
小号铁夹,4,22,0.4329,0.192999,0.192999,2.24302,1.0,1.24302
小号铁夹,4,30,0.226,0.097795,0.097795,2.310961,1.0,1.310961
小号铁夹,4,37,0.1401,0.060954,0.060954,2.298455,1.0,1.298455
小号铁夹,4,44,0.0819,0.034542,0.034542,2.371017,1.0,1.371017
小号铁夹,4,51,0.0474,0.018229,0.018229,2.600281,1.0,1.600281
小号铁夹,4,58,0.0198,0.008813,0.008813,2.246658,1.0,1.246658
小号铁夹,4,90,0.0009,0.000389,0.000389,2.310871,1.0,1.310871
小号铁夹,5,1,2.2346,0.87411,0.87411,2.55643,1.0,1.55643
小号铁夹,5,2,1.9897,0.803269,0.803269,2.477003,1.0,1.477003
小号铁夹,5,3,1.7715,0.737632,0.737632,2.401606,1.0,1.401606
小号铁夹,5,4,1.6714,0.687933,0.687933,2.429596,1.0,1.429596
小号铁夹,5,5,1.5727,0.638238,0.638238,2.464128,1.0,1.464128
小号铁夹,5,6,1.4828,0.601659,0.601659,2.464519,1.0,1.464519
小号铁夹,5,7,1.3985,0.563319,0.563319,2.482608,1.0,1.482608
小号铁夹,5,8,1.3219,0.53494,0.53494,2.471119,1.0,1.471119
小号铁夹,5,9,1.2432,0.49754,0.49754,2.498695,1.0,1.498695
小号铁夹,5,10,1.1669,0.455328,0.455328,2.562766,1.0,1.562766
小号铁夹,5,11,1.0935,0.412611,0.412611,2.650198,1.0,1.650198
小号铁夹,5,12,1.0267,0.376629,0.376629,2.726027,1.0,1.726027
小号铁夹,5,13,0.9721,0.368662,0.368662,2.636834,1.0,1.636834
小号铁夹,5,14,0.9163,0.347624,0.347624,2.635897,1.0,1.635897
小号铁夹,5,15,0.8613,0.323657,0.323657,2.661152,1.0,1.661152
小号铁夹,5,22,0.4595,0.192999,0.192999,2.380845,1.0,1.380845
小号铁夹,5,30,0.2399,0.097795,0.097795,2.453095,1.0,1.453095
小号铁夹,5,37,0.1487,0.060954,0.060954,2.439545,1.0,1.439545
小号铁夹,5,44,0.0869,0.034542,0.034542,2.515767,1.0,1.515767
小号铁夹,5,51,0.0503,0.018229,0.018229,2.75937,1.0,1.75937
小号铁夹,5,58,0.021,0.008813,0.008813,2.382819,1.0,1.382819
小号铁夹,5,90,0.001,0.000389,0.000389,2.567635,1.0,1.567635
小号铁夹,6,1,2.7097,0.87411,0.87411,3.099954,1.0,2.099954
小号铁夹,6,2,2.4126,0.803269,0.803269,3.003476,1.0,2.003476
小号铁夹,6,3,2.1482,0.737632,0.737632,2.912294,1.0,1.912294
小号铁夹,6,4,2.0267,0.687933,0.687933,2.946071,1.0,1.946071
小号铁夹,6,5,1.907,0.638238,0.638238,2.987913,1.0,1.987913
小号铁夹,6,6,1.798,0.601659,0.601659,2.988404,1.0,1.988404
小号铁夹,6,7,1.6958,0.563319,0.563319,3.010373,1.0,2.010373
小号铁夹,6,8,1.6029,0.53494,0.53494,2.996411,1.0,1.996411
小号铁夹,6,9,1.5075,0.49754,0.49754,3.029909,1.0,2.029909
小号铁夹,6,10,1.4149,0.455328,0.455328,3.107428,1.0,2.107428
小号铁夹,6,11,1.3259,0.412611,0.412611,3.213441,1.0,2.213441
小号铁夹,6,12,1.245,0.376629,0.376629,3.305643,1.0,2.305643
小号铁夹,6,13,1.1788,0.368662,0.368662,3.19751,1.0,2.19751
小号铁夹,6,14,1.111,0.347624,0.347624,3.195986,1.0,2.195986
小号铁夹,6,15,1.0444,0.323657,0.323657,3.226875,1.0,2.226875
小号铁夹,6,22,0.5572,0.192999,0.192999,2.887066,1.0,1.887066
小号铁夹,6,30,0.2909,0.097795,0.097795,2.974595,1.0,1.974595
小号铁夹,6,37,0.1803,0.060954,0.060954,2.957969,1.0,1.957969
小号铁夹,6,44,0.1054,0.034542,0.034542,3.051345,1.0,2.051345
小号铁夹,6,51,0.061,0.018229,0.018229,3.346353,1.0,2.346353
小号铁夹,6,58,0.0254,0.008813,0.008813,2.882076,1.0,1.882076
小号铁夹,6,90,0.0012,0.000389,0.000389,3.081161,1.0,2.081161
小号铁夹,7,1,1.8645,0.87411,0.87411,2.133027,1.0,1.133027
小号铁夹,7,2,1.6601,0.803269,0.803269,2.06668,1.0,1.06668
小号铁夹,7,3,1.4781,0.737632,0.737632,2.003846,1.0,1.003846
小号铁夹,7,4,1.3946,0.687933,0.687933,2.027231,1.0,1.027231
小号铁夹,7,5,1.3122,0.638238,0.638238,2.055973,1.0,1.055973
小号铁夹,7,6,1.2372,0.601659,0.601659,2.056314,1.0,1.056314
小号铁夹,7,7,1.1669,0.563319,0.563319,2.071474,1.0,1.071474
小号铁夹,7,8,1.1029,0.53494,0.53494,2.061727,1.0,1.061727
小号铁夹,7,9,1.0373,0.49754,0.49754,2.084859,1.0,1.084859
小号铁夹,7,10,0.9736,0.455328,0.455328,2.138237,1.0,1.138237
小号铁夹,7,11,0.9124,0.412611,0.412611,2.211286,1.0,1.211286
小号铁夹,7,12,0.8567,0.376629,0.376629,2.274654,1.0,1.274654
小号铁夹,7,13,0.8111,0.368662,0.368662,2.200119,1.0,1.200119
小号铁夹,7,14,0.7645,0.347624,0.347624,2.199218,1.0,1.199218
小号铁夹,7,15,0.7187,0.323657,0.323657,2.220562,1.0,1.220562
小号铁夹,7,22,0.3834,0.192999,0.192999,1.986542,1.0,0.986542
小号铁夹,7,30,0.2002,0.097795,0.097795,2.047143,1.0,1.047143
小号铁夹,7,37,0.1241,0.060954,0.060954,2.035962,1.0,1.035962
小号铁夹,7,44,0.0725,0.034542,0.034542,2.098885,1.0,1.098885
小号铁夹,7,51,0.042,0.018229,0.018229,2.304046,1.0,1.304046
小号铁夹,7,58,0.0175,0.008813,0.008813,1.985682,1.0,0.985682
小号铁夹,7,90,0.0008,0.000389,0.000389,2.054108,1.0,1.054108
小号铁夹,8,1,2.3186,0.87411,0.87411,2.652527,1.0,1.652527
小号铁夹,8,2,2.0644,0.803269,0.803269,2.569998,1.0,1.569998
小号铁夹,8,3,1.8381,0.737632,0.737632,2.491895,1.0,1.491895
小号铁夹,8,4,1.7342,0.687933,0.687933,2.520884,1.0,1.520884
小号铁夹,8,5,1.6318,0.638238,0.638238,2.556726,1.0,1.556726
小号铁夹,8,6,1.5385,0.601659,0.601659,2.557096,1.0,1.557096
小号铁夹,8,7,1.4511,0.563319,0.563319,2.575984,1.0,1.575984
小号铁夹,8,8,1.3715,0.53494,0.53494,2.563839,1.0,1.563839
小号铁夹,8,9,1.2899,0.49754,0.49754,2.592557,1.0,1.592557
小号铁夹,8,10,1.2107,0.455328,0.455328,2.65896,1.0,1.65896
小号铁夹,8,11,1.1346,0.412611,0.412611,2.749808,1.0,1.749808
小号铁夹,8,12,1.0653,0.376629,0.376629,2.828515,1.0,1.828515
小号铁夹,8,13,1.0086,0.368662,0.368662,2.735841,1.0,1.735841
小号铁夹,8,14,0.9507,0.347624,0.347624,2.734855,1.0,1.734855
小号铁夹,8,15,0.8937,0.323657,0.323657,2.761258,1.0,1.761258
小号铁夹,8,22,0.4768,0.192999,0.192999,2.470483,1.0,1.470483
小号铁夹,8,30,0.2489,0.097795,0.097795,2.545124,1.0,1.545124
小号铁夹,8,37,0.1543,0.060954,0.060954,2.531418,1.0,1.531418
小号铁夹,8,44,0.0902,0.034542,0.034542,2.611303,1.0,1.611303
小号铁夹,8,51,0.0522,0.018229,0.018229,2.863601,1.0,1.863601
小号铁夹,8,58,0.0218,0.008813,0.008813,2.473593,1.0,1.473593
小号铁夹,8,90,0.001,0.000389,0.000389,2.567635,1.0,1.567635
小号铁夹,9,1,2.4314,0.87411,0.87411,2.781573,1.0,1.781573
小号铁夹,9,2,2.1649,0.803269,0.803269,2.695112,1.0,1.695112
小号铁夹,9,3,1.9276,0.737632,0.737632,2.613229,1.0,1.613229
小号铁夹,9,4,1.8186,0.687933,0.687933,2.64357,1.0,1.64357
小号铁夹,9,5,1.7112,0.638238,0.638238,2.681131,1.0,1.681131
小号铁夹,9,6,1.6134,0.601659,0.601659,2.681585,1.0,1.681585
小号铁夹,9,7,1.5217,0.563319,0.563319,2.701312,1.0,1.701312
小号铁夹,9,8,1.4383,0.53494,0.53494,2.688713,1.0,1.688713
小号铁夹,9,9,1.3527,0.49754,0.49754,2.718778,1.0,1.718778
小号铁夹,9,10,1.2696,0.455328,0.455328,2.788317,1.0,1.788317
小号铁夹,9,11,1.1898,0.412611,0.412611,2.88359,1.0,1.88359
小号铁夹,9,12,1.1171,0.376629,0.376629,2.966051,1.0,1.966051
小号铁夹,9,13,1.0577,0.368662,0.368662,2.869025,1.0,1.869025
小号铁夹,9,14,0.997,0.347624,0.347624,2.868045,1.0,1.868045
小号铁夹,9,15,0.9372,0.323657,0.323657,2.89566,1.0,1.89566
小号铁夹,9,22,0.5,0.192999,0.192999,2.590691,1.0,1.590691
小号铁夹,9,30,0.261,0.097795,0.097795,2.668853,1.0,1.668853
小号铁夹,9,37,0.1618,0.060954,0.060954,2.654461,1.0,1.654461
小号铁夹,9,44,0.0946,0.034542,0.034542,2.738683,1.0,1.738683
小号铁夹,9,51,0.0548,0.018229,0.018229,3.006232,1.0,2.006232
小号铁夹,9,58,0.0228,0.008813,0.008813,2.58706,1.0,1.58706
小号铁夹,9,90,0.0011,0.000389,0.000389,2.824398,1.0,1.824398
小号铁夹,10,1,1.6433,0.87411,0.87411,1.87997,1.0,0.87997
小号铁夹,10,2,1.4632,0.803269,0.803269,1.821556,1.0,0.821556
小号铁夹,10,3,1.3028,0.737632,0.737632,1.766193,1.0,0.766193
小号铁夹,10,4,1.2291,0.687933,0.687933,1.786656,1.0,0.786656
小号铁夹,10,5,1.1566,0.638238,0.638238,1.812176,1.0,0.812176
小号铁夹,10,6,1.0905,0.601659,0.601659,1.812488,1.0,0.812488
小号铁夹,10,7,1.0285,0.563319,0.563319,1.825787,1.0,0.825787
小号铁夹,10,8,0.9721,0.53494,0.53494,1.817213,1.0,0.817213
小号铁夹,10,9,0.9142,0.49754,0.49754,1.837441,1.0,0.837441
小号铁夹,10,10,0.8581,0.455328,0.455328,1.884574,1.0,0.884574
小号铁夹,10,11,0.8041,0.412611,0.412611,1.948811,1.0,0.948811
小号铁夹,10,12,0.755,0.376629,0.376629,2.004627,1.0,1.004627
小号铁夹,10,13,0.7149,0.368662,0.368662,1.939176,1.0,0.939176
小号铁夹,10,14,0.6738,0.347624,0.347624,1.938304,1.0,0.938304
小号铁夹,10,15,0.6334,0.323657,0.323657,1.957011,1.0,0.957011
小号铁夹,10,22,0.3379,0.192999,0.192999,1.750789,1.0,0.750789
小号铁夹,10,30,0.1764,0.097795,0.097795,1.803776,1.0,0.803776
小号铁夹,10,37,0.1093,0.060954,0.060954,1.793156,1.0,0.793156
小号铁夹,10,44,0.0639,0.034542,0.034542,1.849914,1.0,0.849914
小号铁夹,10,51,0.037,0.018229,0.018229,2.029755,1.0,1.029755
小号铁夹,10,58,0.0154,0.008813,0.008813,1.7474,1.0,0.7474
小号铁夹,10,90,0.0007,0.000389,0.000389,1.797344,1.0,0.797344
小号铁夹,11,1,2.4533,0.87411,0.87411,2.806627,1.0,1.806627
小号铁夹,11,2,2.1843,0.803269,0.803269,2.719263,1.0,1.719263
小号铁夹,11,3,1.9449,0.737632,0.737632,2.636682,1.0,1.636682
小号铁夹,11,4,1.8349,0.687933,0.687933,2.667264,1.0,1.667264
小号铁夹,11,5,1.7266,0.638238,0.638238,2.70526,1.0,1.70526
小号铁夹,11,6,1.6279,0.601659,0.601659,2.705685,1.0,1.705685
小号铁夹,11,7,1.5353,0.563319,0.563319,2.725455,1.0,1.725455
小号铁夹,11,8,1.4512,0.53494,0.53494,2.712828,1.0,1.712828
小号铁夹,11,9,1.3648,0.49754,0.49754,2.743098,1.0,1.743098
小号铁夹,11,10,1.2811,0.455328,0.455328,2.813574,1.0,1.813574
小号铁夹,11,11,1.2005,0.412611,0.412611,2.909523,1.0,1.909523
小号铁夹,11,12,1.1272,0.376629,0.376629,2.992868,1.0,1.992868
小号铁夹,11,13,1.0672,0.368662,0.368662,2.894794,1.0,1.894794
小号铁夹,11,14,1.0059,0.347624,0.347624,2.893648,1.0,1.893648
小号铁夹,11,15,0.9456,0.323657,0.323657,2.921613,1.0,1.921613
小号铁夹,11,22,0.5045,0.192999,0.192999,2.614007,1.0,1.614007
小号铁夹,11,30,0.2634,0.097795,0.097795,2.693394,1.0,1.693394
小号铁夹,11,37,0.1632,0.060954,0.060954,2.677429,1.0,1.677429
小号铁夹,11,44,0.0954,0.034542,0.034542,2.761843,1.0,1.761843
小号铁夹,11,51,0.0553,0.018229,0.018229,3.033661,1.0,2.033661
小号铁夹,11,58,0.023,0.008813,0.008813,2.609754,1.0,1.609754
小号铁夹,11,90,0.0011,0.000389,0.000389,2.824398,1.0,1.824398
小号铁夹,12,1,1.8224,0.87411,0.87411,2.084864,1.0,1.084864
小号铁夹,12,2,1.6227,0.803269,0.803269,2.02012,1.0,1.02012
小号铁夹,12,3,1.4448,0.737632,0.737632,1.958702,1.0,0.958702
小号铁夹,12,4,1.3631,0.687933,0.687933,1.981442,1.0,0.981442
小号铁夹,12,5,1.2826,0.638238,0.638238,2.009595,1.0,1.009595
小号铁夹,12,6,1.2093,0.601659,0.601659,2.009942,1.0,1.009942
小号铁夹,12,7,1.1406,0.563319,0.563319,2.024786,1.0,1.024786
小号铁夹,12,8,1.078,0.53494,0.53494,2.01518,1.0,1.01518
小号铁夹,12,9,1.0139,0.49754,0.49754,2.037827,1.0,1.037827
小号铁夹,12,10,0.9516,0.455328,0.455328,2.08992,1.0,1.08992
小号铁夹,12,11,0.8918,0.412611,0.412611,2.16136,1.0,1.16136
小号铁夹,12,12,0.8373,0.376629,0.376629,2.223144,1.0,1.223144
小号铁夹,12,13,0.7928,0.368662,0.368662,2.15048,1.0,1.15048
小号铁夹,12,14,0.7473,0.347624,0.347624,2.149739,1.0,1.149739
